inventory_id,product_id,supplier_id,warehouse_name,warehouse_location,stock_quantity,reorder_level,stock_status,last_restock_date,last_updated
929,OFF-FA-10002983,11,Office Supply Warehouse,Chicago,480,33,In Stock,2026-06-20,2026-08-06 01:40:20.449387
930,OFF-FA-10002988,12,Office Supply Warehouse,Chicago,341,68,In Stock,2026-07-10,2026-08-06 01:40:20.449387
931,OFF-FA-10003021,13,Office Supply Warehouse,Chicago,239,56,In Stock,2026-07-19,2026-08-06 01:40:20.449387
932,OFF-FA-10003059,14,Office Supply Warehouse,Chicago,442,77,In Stock,2026-07-25,2026-08-06 01:40:20.449387
933,OFF-FA-10003112,15,Office Supply Warehouse,Chicago,123,44,In Stock,2026-07-12,2026-08-06 01:40:20.449387
934,OFF-FA-10003467,16,Office Supply Warehouse,Chicago,237,30,In Stock,2026-07-29,2026-08-06 01:40:20.449387
935,OFF-FA-10003472,17,Office Supply Warehouse,Chicago,448,53,In Stock,2026-06-28,2026-08-06 01:40:20.449387
936,OFF-FA-10003485,1,Office Supply Warehouse,Chicago,144,27,In Stock,2026-06-17,2026-08-06 01:40:20.449387
937,OFF-FA-10003495,2,Office Supply Warehouse,Chicago,59,75,Low Stock,2026-07-01,2026-08-06 01:40:20.449387
938,OFF-FA-10004076,3,Office Supply Warehouse,Chicago,486,38,In Stock,2026-07-25,2026-08-06 01:40:20.449387
939,OFF-FA-10004248,4,Office Supply Warehouse,Chicago,331,36,In Stock,2026-07-18,2026-08-06 01:40:20.449387
940,OFF-FA-10004395,5,Office Supply Warehouse,Chicago,265,32,In Stock,2026-07-08,2026-08-06 01:40:20.449387
941,OFF-FA-10004838,6,Office Supply Warehouse,Chicago,418,43,In Stock,2026-06-08,2026-08-06 01:40:20.449387
942,OFF-FA-10004854,7,Office Supply Warehouse,Chicago,393,33,In Stock,2026-06-28,2026-08-06 01:40:20.449387
943,OFF-FA-10004968,8,Office Supply Warehouse,Chicago,372,77,In Stock,2026-07-03,2026-08-06 01:40:20.449387
944,OFF-LA-10000081,9,Office Supply Warehouse,Chicago,431,64,In Stock,2026-06-23,2026-08-06 01:40:20.449387
945,OFF-LA-10000121,10,Office Supply Warehouse,Chicago,470,68,In Stock,2026-06-09,2026-08-06 01:40:20.449387
946,OFF-LA-10000134,11,Office Supply Warehouse,Chicago,248,39,In Stock,2026-07-15,2026-08-06 01:40:20.449387
947,OFF-LA-10000240,12,Office Supply Warehouse,Chicago,366,78,In Stock,2026-06-19,2026-08-06 01:40:20.449387
948,OFF-LA-10000248,13,Office Supply Warehouse,Chicago,419,44,In Stock,2026-06-13,2026-08-06 01:40:20.449387
949,OFF-LA-10000262,14,Office Supply Warehouse,Chicago,221,52,In Stock,2026-06-22,2026-08-06 01:40:20.449387
950,OFF-LA-10000305,15,Office Supply Warehouse,Chicago,209,80,In Stock,2026-06-26,2026-08-06 01:40:20.449387
951,OFF-LA-10000407,16,Office Supply Warehouse,Chicago,310,66,In Stock,2026-06-27,2026-08-06 01:40:20.449387
952,OFF-LA-10000414,17,Office Supply Warehouse,Chicago,184,80,In Stock,2026-06-24,2026-08-06 01:40:20.449387
953,OFF-LA-10000443,1,Office Supply Warehouse,Chicago,368,50,In Stock,2026-06-22,2026-08-06 01:40:20.449387
954,OFF-LA-10000452,2,Office Supply Warehouse,Chicago,485,70,In Stock,2026-07-22,2026-08-06 01:40:20.449387
955,OFF-LA-10000476,3,Office Supply Warehouse,Chicago,316,71,In Stock,2026-07-12,2026-08-06 01:40:20.449387
956,OFF-LA-10000634,4,Office Supply Warehouse,Chicago,228,43,In Stock,2026-06-30,2026-08-06 01:40:20.449387
957,OFF-LA-10000973,5,Office Supply Warehouse,Chicago,188,55,In Stock,2026-06-10,2026-08-06 01:40:20.449387
958,OFF-LA-10001045,6,Office Supply Warehouse,Chicago,58,27,In Stock,2026-06-11,2026-08-06 01:40:20.449387
959,OFF-LA-10001074,7,Office Supply Warehouse,Chicago,121,79,In Stock,2026-06-26,2026-08-06 01:40:20.449387
960,OFF-LA-10001158,8,Office Supply Warehouse,Chicago,56,57,Low Stock,2026-07-22,2026-08-06 01:40:20.449387
961,OFF-LA-10001175,9,Office Supply Warehouse,Chicago,234,57,In Stock,2026-06-24,2026-08-06 01:40:20.449387
962,OFF-LA-10001297,10,Office Supply Warehouse,Chicago,486,71,In Stock,2026-06-08,2026-08-06 01:40:20.449387
963,OFF-LA-10001317,11,Office Supply Warehouse,Chicago,93,53,In Stock,2026-06-20,2026-08-06 01:40:20.449387
964,OFF-LA-10001404,12,Office Supply Warehouse,Chicago,195,24,In Stock,2026-07-05,2026-08-06 01:40:20.449387
965,OFF-LA-10001474,13,Office Supply Warehouse,Chicago,467,47,In Stock,2026-06-24,2026-08-06 01:40:20.449387
966,OFF-LA-10001569,14,Office Supply Warehouse,Chicago,452,38,In Stock,2026-08-04,2026-08-06 01:40:20.449387
967,OFF-LA-10001613,15,Office Supply Warehouse,Chicago,409,39,In Stock,2026-06-27,2026-08-06 01:40:20.449387
968,OFF-LA-10001641,16,Office Supply Warehouse,Chicago,140,46,In Stock,2026-07-22,2026-08-06 01:40:20.449387
969,OFF-LA-10001771,17,Office Supply Warehouse,Chicago,323,33,In Stock,2026-06-25,2026-08-06 01:40:20.449387
970,OFF-LA-10001934,1,Office Supply Warehouse,Chicago,293,44,In Stock,2026-08-04,2026-08-06 01:40:20.449387
971,OFF-LA-10001982,2,Office Supply Warehouse,Chicago,253,43,In Stock,2026-06-27,2026-08-06 01:40:20.449387
972,OFF-LA-10002034,3,Office Supply Warehouse,Chicago,289,29,In Stock,2026-07-06,2026-08-06 01:40:20.449387
973,OFF-LA-10002043,4,Office Supply Warehouse,Chicago,394,30,In Stock,2026-07-11,2026-08-06 01:40:20.449387
974,OFF-LA-10002195,5,Office Supply Warehouse,Chicago,141,48,In Stock,2026-07-15,2026-08-06 01:40:20.449387
975,OFF-LA-10002271,6,Office Supply Warehouse,Chicago,257,55,In Stock,2026-06-29,2026-08-06 01:40:20.449387
976,OFF-LA-10002312,7,Office Supply Warehouse,Chicago,78,62,In Stock,2026-06-24,2026-08-06 01:40:20.449387
977,OFF-LA-10002368,8,Office Supply Warehouse,Chicago,167,61,In Stock,2026-07-16,2026-08-06 01:40:20.449387
978,OFF-LA-10002381,9,Office Supply Warehouse,Chicago,159,38,In Stock,2026-06-23,2026-08-06 01:40:20.449387
979,OFF-LA-10002473,10,Office Supply Warehouse,Chicago,317,29,In Stock,2026-07-22,2026-08-06 01:40:20.449387
980,OFF-LA-10002475,11,Office Supply Warehouse,Chicago,371,44,In Stock,2026-07-26,2026-08-06 01:40:20.449387
981,OFF-LA-10002762,12,Office Supply Warehouse,Chicago,68,34,In Stock,2026-06-11,2026-08-06 01:40:20.449387
982,OFF-LA-10002787,13,Office Supply Warehouse,Chicago,224,68,In Stock,2026-07-01,2026-08-06 01:40:20.449387
983,OFF-LA-10002945,14,Office Supply Warehouse,Chicago,425,27,In Stock,2026-06-08,2026-08-06 01:40:20.449387
984,OFF-LA-10003077,15,Office Supply Warehouse,Chicago,173,51,In Stock,2026-06-25,2026-08-06 01:40:20.449387
985,OFF-LA-10003121,16,Office Supply Warehouse,Chicago,143,33,In Stock,2026-08-06,2026-08-06 01:40:20.449387
986,OFF-LA-10003148,17,Office Supply Warehouse,Chicago,162,50,In Stock,2026-06-30,2026-08-06 01:40:20.449387
987,OFF-LA-10003190,1,Office Supply Warehouse,Chicago,54,63,Low Stock,2026-08-01,2026-08-06 01:40:20.449387
988,OFF-LA-10003223,2,Office Supply Warehouse,Chicago,244,39,In Stock,2026-07-07,2026-08-06 01:40:20.449387
989,OFF-LA-10003388,3,Office Supply Warehouse,Chicago,253,46,In Stock,2026-08-06,2026-08-06 01:40:20.449387
990,OFF-LA-10003498,4,Office Supply Warehouse,Chicago,176,24,In Stock,2026-07-15,2026-08-06 01:40:20.449387
991,OFF-LA-10003510,5,Office Supply Warehouse,Chicago,232,29,In Stock,2026-07-11,2026-08-06 01:40:20.449387
992,OFF-LA-10003537,6,Office Supply Warehouse,Chicago,183,48,In Stock,2026-07-06,2026-08-06 01:40:20.449387
993,OFF-LA-10003663,7,Office Supply Warehouse,Chicago,354,20,In Stock,2026-06-16,2026-08-06 01:40:20.449387
994,OFF-LA-10003714,8,Office Supply Warehouse,Chicago,206,37,In Stock,2026-06-13,2026-08-06 01:40:20.449387
995,OFF-LA-10003720,9,Office Supply Warehouse,Chicago,219,29,In Stock,2026-07-21,2026-08-06 01:40:20.449387
996,OFF-LA-10003766,10,Office Supply Warehouse,Chicago,400,27,In Stock,2026-07-21,2026-08-06 01:40:20.449387
997,OFF-LA-10003923,11,Office Supply Warehouse,Chicago,279,61,In Stock,2026-06-16,2026-08-06 01:40:20.449387
998,OFF-LA-10003930,12,Office Supply Warehouse,Chicago,448,37,In Stock,2026-07-28,2026-08-06 01:40:20.449387
999,OFF-LA-10004008,13,Office Supply Warehouse,Chicago,341,26,In Stock,2026-06-11,2026-08-06 01:40:20.449387
1000,OFF-LA-10004055,14,Office Supply Warehouse,Chicago,313,58,In Stock,2026-06-19,2026-08-06 01:40:20.449387
1001,OFF-LA-10004093,15,Office Supply Warehouse,Chicago,119,36,In Stock,2026-07-17,2026-08-06 01:40:20.449387
1002,OFF-LA-10004178,16,Office Supply Warehouse,Chicago,358,41,In Stock,2026-06-11,2026-08-06 01:40:20.449387
1003,OFF-LA-10004272,17,Office Supply Warehouse,Chicago,495,74,In Stock,2026-06-12,2026-08-06 01:40:20.449387
1004,OFF-LA-10004345,1,Office Supply Warehouse,Chicago,233,31,In Stock,2026-06-26,2026-08-06 01:40:20.449387
1005,OFF-LA-10004409,2,Office Supply Warehouse,Chicago,219,32,In Stock,2026-06-22,2026-08-06 01:40:20.449387
1006,OFF-LA-10004425,3,Office Supply Warehouse,Chicago,422,36,In Stock,2026-08-06,2026-08-06 01:40:20.449387
1007,OFF-LA-10004484,4,Office Supply Warehouse,Chicago,459,62,In Stock,2026-08-06,2026-08-06 01:40:20.449387
1008,OFF-LA-10004544,5,Office Supply Warehouse,Chicago,90,41,In Stock,2026-06-20,2026-08-06 01:40:20.449387
1009,OFF-LA-10004545,6,Office Supply Warehouse,Chicago,151,55,In Stock,2026-06-26,2026-08-06 01:40:20.449387
1010,OFF-LA-10004559,7,Office Supply Warehouse,Chicago,212,52,In Stock,2026-06-15,2026-08-06 01:40:20.449387
1011,OFF-LA-10004677,8,Office Supply Warehouse,Chicago,193,69,In Stock,2026-07-03,2026-08-06 01:40:20.449387
1012,OFF-LA-10004689,9,Office Supply Warehouse,Chicago,163,62,In Stock,2026-07-06,2026-08-06 01:40:20.449387
1013,OFF-LA-10004853,10,Office Supply Warehouse,Chicago,343,48,In Stock,2026-07-27,2026-08-06 01:40:20.449387
1014,OFF-PA-10000007,11,Office Supply Warehouse,Chicago,400,53,In Stock,2026-06-29,2026-08-06 01:40:20.449387
1015,OFF-PA-10000019,12,Office Supply Warehouse,Chicago,65,71,Low Stock,2026-06-24,2026-08-06 01:40:20.449387
1016,OFF-PA-10000029,13,Office Supply Warehouse,Chicago,405,34,In Stock,2026-08-03,2026-08-06 01:40:20.449387
1017,OFF-PA-10000048,14,Office Supply Warehouse,Chicago,411,46,In Stock,2026-06-09,2026-08-06 01:40:20.449387
1018,OFF-PA-10000061,15,Office Supply Warehouse,Chicago,405,41,In Stock,2026-08-03,2026-08-06 01:40:20.449387
1019,OFF-PA-10000062,16,Office Supply Warehouse,Chicago,173,52,In Stock,2026-07-17,2026-08-06 01:40:20.449387
1020,OFF-PA-10000069,17,Office Supply Warehouse,Chicago,153,42,In Stock,2026-08-06,2026-08-06 01:40:20.449387
1021,OFF-PA-10000100,1,Office Supply Warehouse,Chicago,270,57,In Stock,2026-07-17,2026-08-06 01:40:20.449387
1022,OFF-PA-10000130,2,Office Supply Warehouse,Chicago,60,34,In Stock,2026-07-25,2026-08-06 01:40:20.449387
1023,OFF-PA-10000141,3,Office Supply Warehouse,Chicago,82,75,In Stock,2026-07-17,2026-08-06 01:40:20.449387
1024,OFF-PA-10000143,4,Office Supply Warehouse,Chicago,211,76,In Stock,2026-06-16,2026-08-06 01:40:20.449387
1025,OFF-PA-10000157,5,Office Supply Warehouse,Chicago,396,24,In Stock,2026-07-14,2026-08-06 01:40:20.449387
1026,OFF-PA-10000167,6,Office Supply Warehouse,Chicago,224,41,In Stock,2026-07-09,2026-08-06 01:40:20.449387
1027,OFF-PA-10000174,7,Office Supply Warehouse,Chicago,157,50,In Stock,2026-06-28,2026-08-06 01:40:20.449387
1028,OFF-PA-10000176,8,Office Supply Warehouse,Chicago,421,53,In Stock,2026-07-08,2026-08-06 01:40:20.449387
1029,OFF-PA-10000210,9,Office Supply Warehouse,Chicago,330,30,In Stock,2026-07-04,2026-08-06 01:40:20.449387
1030,OFF-PA-10000213,10,Office Supply Warehouse,Chicago,159,47,In Stock,2026-07-25,2026-08-06 01:40:20.449387
1031,OFF-PA-10000223,11,Office Supply Warehouse,Chicago,305,65,In Stock,2026-07-30,2026-08-06 01:40:20.449387
1032,OFF-PA-10000232,12,Office Supply Warehouse,Chicago,390,29,In Stock,2026-07-08,2026-08-06 01:40:20.449387
1033,OFF-PA-10000241,13,Office Supply Warehouse,Chicago,131,33,In Stock,2026-07-03,2026-08-06 01:40:20.449387
1034,OFF-PA-10000246,14,Office Supply Warehouse,Chicago,422,27,In Stock,2026-07-22,2026-08-06 01:40:20.449387
1035,OFF-PA-10000249,15,Office Supply Warehouse,Chicago,128,40,In Stock,2026-06-11,2026-08-06 01:40:20.449387
1036,OFF-PA-10000289,16,Office Supply Warehouse,Chicago,494,56,In Stock,2026-07-19,2026-08-06 01:40:20.449387
1037,OFF-PA-10000295,17,Office Supply Warehouse,Chicago,314,35,In Stock,2026-06-14,2026-08-06 01:40:20.449387
1038,OFF-PA-10000300,1,Office Supply Warehouse,Chicago,441,76,In Stock,2026-08-06,2026-08-06 01:40:20.449387
1039,OFF-PA-10000304,2,Office Supply Warehouse,Chicago,482,28,In Stock,2026-06-24,2026-08-06 01:40:20.449387
1040,OFF-PA-10000308,3,Office Supply Warehouse,Chicago,276,59,In Stock,2026-07-23,2026-08-06 01:40:20.449387
1041,OFF-PA-10000312,4,Office Supply Warehouse,Chicago,82,40,In Stock,2026-07-07,2026-08-06 01:40:20.449387
1042,OFF-PA-10000327,5,Office Supply Warehouse,Chicago,169,56,In Stock,2026-07-20,2026-08-06 01:40:20.449387
1043,OFF-PA-10000349,6,Office Supply Warehouse,Chicago,371,30,In Stock,2026-06-12,2026-08-06 01:40:20.449387
1044,OFF-PA-10000350,7,Office Supply Warehouse,Chicago,57,53,In Stock,2026-07-19,2026-08-06 01:40:20.449387
1045,OFF-PA-10000357,8,Office Supply Warehouse,Chicago,237,28,In Stock,2026-07-19,2026-08-06 01:40:20.449387
1046,OFF-PA-10000380,9,Office Supply Warehouse,Chicago,500,40,In Stock,2026-07-31,2026-08-06 01:40:20.449387
1047,OFF-PA-10000418,10,Office Supply Warehouse,Chicago,401,23,In Stock,2026-08-05,2026-08-06 01:40:20.449387
1048,OFF-PA-10000466,11,Office Supply Warehouse,Chicago,231,37,In Stock,2026-08-04,2026-08-06 01:40:20.449387
1049,OFF-PA-10000474,12,Office Supply Warehouse,Chicago,355,57,In Stock,2026-07-17,2026-08-06 01:40:20.449387
1050,OFF-PA-10000477,13,Office Supply Warehouse,Chicago,193,51,In Stock,2026-06-24,2026-08-06 01:40:20.449387
1051,OFF-PA-10000482,14,Office Supply Warehouse,Chicago,452,25,In Stock,2026-06-10,2026-08-06 01:40:20.449387
1052,OFF-PA-10000483,15,Office Supply Warehouse,Chicago,283,36,In Stock,2026-06-12,2026-08-06 01:40:20.449387
1053,OFF-PA-10000501,16,Office Supply Warehouse,Chicago,323,74,In Stock,2026-07-23,2026-08-06 01:40:20.449387
1054,OFF-PA-10000520,17,Office Supply Warehouse,Chicago,398,20,In Stock,2026-08-04,2026-08-06 01:40:20.449387
1055,OFF-PA-10000528,1,Office Supply Warehouse,Chicago,195,40,In Stock,2026-06-11,2026-08-06 01:40:20.449387
1056,OFF-PA-10000533,2,Office Supply Warehouse,Chicago,246,57,In Stock,2026-07-24,2026-08-06 01:40:20.449387
1057,OFF-PA-10000551,3,Office Supply Warehouse,Chicago,476,22,In Stock,2026-06-21,2026-08-06 01:40:20.449387
1058,OFF-PA-10000552,4,Office Supply Warehouse,Chicago,395,35,In Stock,2026-07-10,2026-08-06 01:40:20.449387
1059,OFF-PA-10000556,5,Office Supply Warehouse,Chicago,238,32,In Stock,2026-07-29,2026-08-06 01:40:20.449387
1060,OFF-PA-10000565,6,Office Supply Warehouse,Chicago,83,39,In Stock,2026-07-19,2026-08-06 01:40:20.449387
1061,OFF-PA-10000575,7,Office Supply Warehouse,Chicago,144,78,In Stock,2026-07-12,2026-08-06 01:40:20.449387
1062,OFF-PA-10000587,8,Office Supply Warehouse,Chicago,417,23,In Stock,2026-07-16,2026-08-06 01:40:20.449387
1063,OFF-PA-10000595,9,Office Supply Warehouse,Chicago,263,69,In Stock,2026-07-15,2026-08-06 01:40:20.449387
1064,OFF-PA-10000605,10,Office Supply Warehouse,Chicago,338,42,In Stock,2026-07-01,2026-08-06 01:40:20.449387
1065,OFF-PA-10000659,11,Office Supply Warehouse,Chicago,416,27,In Stock,2026-06-15,2026-08-06 01:40:20.449387
1066,OFF-PA-10000673,12,Office Supply Warehouse,Chicago,138,24,In Stock,2026-06-25,2026-08-06 01:40:20.449387
1067,OFF-PA-10000675,13,Office Supply Warehouse,Chicago,51,38,In Stock,2026-07-27,2026-08-06 01:40:20.449387
1068,OFF-PA-10000682,14,Office Supply Warehouse,Chicago,430,70,In Stock,2026-08-04,2026-08-06 01:40:20.449387
1069,OFF-PA-10000697,15,Office Supply Warehouse,Chicago,247,56,In Stock,2026-08-02,2026-08-06 01:40:20.449387
1070,OFF-PA-10000726,16,Office Supply Warehouse,Chicago,291,49,In Stock,2026-07-17,2026-08-06 01:40:20.449387
1071,OFF-PA-10000740,17,Office Supply Warehouse,Chicago,59,79,Low Stock,2026-07-21,2026-08-06 01:40:20.449387
1072,OFF-PA-10000743,1,Office Supply Warehouse,Chicago,417,31,In Stock,2026-06-08,2026-08-06 01:40:20.449387
1073,OFF-PA-10000788,2,Office Supply Warehouse,Chicago,189,35,In Stock,2026-07-02,2026-08-06 01:40:20.449387
1074,OFF-PA-10000791,3,Office Supply Warehouse,Chicago,383,31,In Stock,2026-06-24,2026-08-06 01:40:20.449387
1075,OFF-PA-10000806,4,Office Supply Warehouse,Chicago,417,39,In Stock,2026-06-14,2026-08-06 01:40:20.449387
1076,OFF-PA-10000807,5,Office Supply Warehouse,Chicago,234,54,In Stock,2026-07-23,2026-08-06 01:40:20.449387
1077,OFF-PA-10000809,6,Office Supply Warehouse,Chicago,89,29,In Stock,2026-07-28,2026-08-06 01:40:20.449387
1078,OFF-PA-10000859,7,Office Supply Warehouse,Chicago,123,59,In Stock,2026-06-29,2026-08-06 01:40:20.449387
1079,OFF-PA-10000919,8,Office Supply Warehouse,Chicago,472,47,In Stock,2026-07-29,2026-08-06 01:40:20.449387
1080,OFF-PA-10000955,9,Office Supply Warehouse,Chicago,454,70,In Stock,2026-07-03,2026-08-06 01:40:20.449387
1081,OFF-PA-10000994,10,Office Supply Warehouse,Chicago,62,39,In Stock,2026-07-05,2026-08-06 01:40:20.449387
1082,OFF-PA-10001001,11,Office Supply Warehouse,Chicago,71,72,Low Stock,2026-07-23,2026-08-06 01:40:20.449387
1083,OFF-PA-10001019,12,Office Supply Warehouse,Chicago,395,34,In Stock,2026-06-28,2026-08-06 01:40:20.449387
1084,OFF-PA-10001033,13,Office Supply Warehouse,Chicago,324,27,In Stock,2026-07-20,2026-08-06 01:40:20.449387
1085,OFF-PA-10001125,14,Office Supply Warehouse,Chicago,204,38,In Stock,2026-06-17,2026-08-06 01:40:20.449387
1086,OFF-PA-10001144,15,Office Supply Warehouse,Chicago,445,65,In Stock,2026-07-17,2026-08-06 01:40:20.449387
1087,OFF-PA-10001166,16,Office Supply Warehouse,Chicago,52,27,In Stock,2026-07-03,2026-08-06 01:40:20.449387
1088,OFF-PA-10001184,17,Office Supply Warehouse,Chicago,267,37,In Stock,2026-06-20,2026-08-06 01:40:20.449387
1089,OFF-PA-10001204,1,Office Supply Warehouse,Chicago,296,29,In Stock,2026-06-26,2026-08-06 01:40:20.449387
1090,OFF-PA-10001215,2,Office Supply Warehouse,Chicago,92,42,In Stock,2026-06-10,2026-08-06 01:40:20.449387
1091,OFF-PA-10001243,3,Office Supply Warehouse,Chicago,417,31,In Stock,2026-07-15,2026-08-06 01:40:20.449387
1092,OFF-PA-10001246,4,Office Supply Warehouse,Chicago,421,68,In Stock,2026-06-30,2026-08-06 01:40:20.449387
1093,OFF-PA-10001260,5,Office Supply Warehouse,Chicago,141,65,In Stock,2026-06-19,2026-08-06 01:40:20.449387
1094,OFF-PA-10001274,6,Office Supply Warehouse,Chicago,242,35,In Stock,2026-07-04,2026-08-06 01:40:20.449387
1095,OFF-PA-10001281,7,Office Supply Warehouse,Chicago,246,42,In Stock,2026-08-03,2026-08-06 01:40:20.449387
1096,OFF-PA-10001289,8,Office Supply Warehouse,Chicago,91,71,In Stock,2026-06-18,2026-08-06 01:40:20.449387
1097,OFF-PA-10001293,9,Office Supply Warehouse,Chicago,257,71,In Stock,2026-07-31,2026-08-06 01:40:20.449387
1098,OFF-PA-10001295,10,Office Supply Warehouse,Chicago,454,76,In Stock,2026-06-26,2026-08-06 01:40:20.449387
1099,OFF-PA-10001307,11,Office Supply Warehouse,Chicago,429,20,In Stock,2026-06-21,2026-08-06 01:40:20.449387
1100,OFF-PA-10001357,12,Office Supply Warehouse,Chicago,244,73,In Stock,2026-06-29,2026-08-06 01:40:20.449387
1101,OFF-PA-10001363,13,Office Supply Warehouse,Chicago,333,52,In Stock,2026-07-06,2026-08-06 01:40:20.449387
1102,OFF-PA-10001450,14,Office Supply Warehouse,Chicago,500,36,In Stock,2026-08-03,2026-08-06 01:40:20.449387
1103,OFF-PA-10001457,15,Office Supply Warehouse,Chicago,343,44,In Stock,2026-06-20,2026-08-06 01:40:20.449387
1104,OFF-PA-10001461,16,Office Supply Warehouse,Chicago,299,46,In Stock,2026-06-18,2026-08-06 01:40:20.449387
1105,OFF-PA-10001471,17,Office Supply Warehouse,Chicago,81,27,In Stock,2026-06-21,2026-08-06 01:40:20.449387
1106,OFF-PA-10001497,1,Office Supply Warehouse,Chicago,288,42,In Stock,2026-06-12,2026-08-06 01:40:20.449387
1107,OFF-PA-10001509,2,Office Supply Warehouse,Chicago,332,72,In Stock,2026-07-03,2026-08-06 01:40:20.449387
1108,OFF-PA-10001526,3,Office Supply Warehouse,Chicago,318,53,In Stock,2026-06-11,2026-08-06 01:40:20.449387
1109,OFF-PA-10001534,4,Office Supply Warehouse,Chicago,238,30,In Stock,2026-06-25,2026-08-06 01:40:20.449387
1110,OFF-PA-10001560,5,Office Supply Warehouse,Chicago,205,32,In Stock,2026-07-26,2026-08-06 01:40:20.449387
1111,OFF-PA-10001569,6,Office Supply Warehouse,Chicago,75,29,In Stock,2026-07-07,2026-08-06 01:40:20.449387
1112,OFF-PA-10001583,7,Office Supply Warehouse,Chicago,304,52,In Stock,2026-08-04,2026-08-06 01:40:20.449387
1113,OFF-PA-10001593,8,Office Supply Warehouse,Chicago,114,50,In Stock,2026-06-21,2026-08-06 01:40:20.449387
1114,OFF-PA-10001609,9,Office Supply Warehouse,Chicago,314,43,In Stock,2026-07-28,2026-08-06 01:40:20.449387
1115,OFF-PA-10001622,10,Office Supply Warehouse,Chicago,232,42,In Stock,2026-07-25,2026-08-06 01:40:20.449387
1116,OFF-PA-10001639,11,Office Supply Warehouse,Chicago,373,69,In Stock,2026-07-08,2026-08-06 01:40:20.449387
1117,OFF-PA-10001661,12,Office Supply Warehouse,Chicago,231,76,In Stock,2026-07-13,2026-08-06 01:40:20.449387
1118,OFF-PA-10001667,13,Office Supply Warehouse,Chicago,231,75,In Stock,2026-06-29,2026-08-06 01:40:20.449387
1119,OFF-PA-10001685,14,Office Supply Warehouse,Chicago,390,52,In Stock,2026-08-06,2026-08-06 01:40:20.449387
1120,OFF-PA-10001712,15,Office Supply Warehouse,Chicago,434,28,In Stock,2026-07-08,2026-08-06 01:40:20.449387
1121,OFF-PA-10001725,16,Office Supply Warehouse,Chicago,189,44,In Stock,2026-06-13,2026-08-06 01:40:20.449387
1122,OFF-PA-10001736,17,Office Supply Warehouse,Chicago,431,65,In Stock,2026-07-26,2026-08-06 01:40:20.449387
1123,OFF-PA-10001745,1,Office Supply Warehouse,Chicago,439,75,In Stock,2026-06-12,2026-08-06 01:40:20.449387
1124,OFF-PA-10001752,2,Office Supply Warehouse,Chicago,371,69,In Stock,2026-07-30,2026-08-06 01:40:20.449387
1125,OFF-PA-10001763,3,Office Supply Warehouse,Chicago,401,57,In Stock,2026-07-11,2026-08-06 01:40:20.449387
1126,OFF-PA-10001776,4,Office Supply Warehouse,Chicago,309,77,In Stock,2026-07-21,2026-08-06 01:40:20.449387
1127,OFF-PA-10001790,5,Office Supply Warehouse,Chicago,303,46,In Stock,2026-08-06,2026-08-06 01:40:20.449387
1128,OFF-PA-10001800,6,Office Supply Warehouse,Chicago,441,33,In Stock,2026-06-22,2026-08-06 01:40:20.449387
1129,OFF-PA-10001801,7,Office Supply Warehouse,Chicago,199,35,In Stock,2026-07-02,2026-08-06 01:40:20.449387
1130,OFF-PA-10001804,8,Office Supply Warehouse,Chicago,202,40,In Stock,2026-06-10,2026-08-06 01:40:20.449387
1131,OFF-PA-10001815,9,Office Supply Warehouse,Chicago,450,43,In Stock,2026-07-28,2026-08-06 01:40:20.449387
1132,OFF-PA-10001826,10,Office Supply Warehouse,Chicago,262,59,In Stock,2026-06-14,2026-08-06 01:40:20.449387
1133,OFF-PA-10001837,11,Office Supply Warehouse,Chicago,174,21,In Stock,2026-06-10,2026-08-06 01:40:20.449387
1134,OFF-PA-10001838,12,Office Supply Warehouse,Chicago,430,25,In Stock,2026-07-10,2026-08-06 01:40:20.449387
1135,OFF-PA-10001846,13,Office Supply Warehouse,Chicago,350,29,In Stock,2026-06-24,2026-08-06 01:40:20.449387
1136,OFF-PA-10001870,14,Office Supply Warehouse,Chicago,157,44,In Stock,2026-07-26,2026-08-06 01:40:20.449387
1137,OFF-PA-10001878,15,Office Supply Warehouse,Chicago,356,21,In Stock,2026-06-20,2026-08-06 01:40:20.449387
1138,OFF-PA-10001892,16,Office Supply Warehouse,Chicago,323,22,In Stock,2026-06-25,2026-08-06 01:40:20.449387
1139,OFF-PA-10001934,17,Office Supply Warehouse,Chicago,214,69,In Stock,2026-07-04,2026-08-06 01:40:20.449387
1140,OFF-PA-10001937,1,Office Supply Warehouse,Chicago,185,59,In Stock,2026-07-11,2026-08-06 01:40:20.449387
1141,OFF-PA-10001947,2,Office Supply Warehouse,Chicago,202,49,In Stock,2026-06-29,2026-08-06 01:40:20.449387
1142,OFF-PA-10001950,3,Office Supply Warehouse,Chicago,363,27,In Stock,2026-07-25,2026-08-06 01:40:20.449387
1143,OFF-PA-10001952,4,Office Supply Warehouse,Chicago,110,53,In Stock,2026-07-04,2026-08-06 01:40:20.449387
1144,OFF-PA-10001954,5,Office Supply Warehouse,Chicago,135,35,In Stock,2026-07-26,2026-08-06 01:40:20.449387
1145,OFF-PA-10001970,6,Office Supply Warehouse,Chicago,429,67,In Stock,2026-06-20,2026-08-06 01:40:20.449387
1146,OFF-PA-10001972,7,Office Supply Warehouse,Chicago,131,80,In Stock,2026-07-14,2026-08-06 01:40:20.449387
