transport_id,order_row_id,carrier_name,tracking_number,shipment_status,dispatch_date,estimated_delivery_date,actual_delivery_date,delivery_cost,created_at,delivery_days,transportation_efficiency
3638,3636,Ups,TRK-00003636,Delivered,2017-11-10,2017-11-13,2017-11-13,18.85,2026-08-06 01:41:13.679294,3.0,Fast
3639,3637,Delhivery,TRK-00003637,Delivered,2017-11-11,2017-11-15,2017-11-15,34.14,2026-08-06 01:41:13.679294,4.0,Normal
3640,3638,Dhl,TRK-00003638,Delivered,2017-11-11,2017-11-15,2017-11-15,13.11,2026-08-06 01:41:13.679294,4.0,Normal
3641,3639,Blue Dart,TRK-00003639,Delivered,2017-11-10,2017-11-14,2017-11-14,41.03,2026-08-06 01:41:13.679294,4.0,Normal
3642,3640,Dhl,TRK-00003640,Delivered,2017-11-12,2017-11-17,2017-11-17,25.87,2026-08-06 01:41:13.679294,5.0,Normal
3643,3641,Ups,TRK-00003641,Delivered,2017-11-12,2017-11-16,2017-11-16,25.86,2026-08-06 01:41:13.679294,4.0,Normal
3644,3642,Dhl,TRK-00003642,Delivered,2017-11-12,2017-11-15,2017-11-16,19.03,2026-08-06 01:41:13.679294,4.0,Normal
3645,3643,Ups,TRK-00003643,Delivered,2015-12-22,2015-12-25,2015-12-25,45.63,2026-08-06 01:41:13.679294,3.0,Fast
3646,3644,Blue Dart,TRK-00003644,Delivered,2015-12-20,2015-12-24,2015-12-24,48.88,2026-08-06 01:41:13.679294,4.0,Normal
3647,3645,Blue Dart,TRK-00003645,Delivered,2015-12-22,2015-12-25,2015-12-25,26.24,2026-08-06 01:41:13.679294,3.0,Fast
3648,3646,Xpressbees,TRK-00003646,Delivered,2015-12-20,2015-12-24,2015-12-24,19.23,2026-08-06 01:41:13.679294,4.0,Normal
3649,3647,Fedex,TRK-00003647,Delivered,2015-07-27,2015-08-01,2015-08-01,39.67,2026-08-06 01:41:13.679294,5.0,Normal
3650,3648,Ups,TRK-00003648,Delivered,2015-07-26,2015-07-29,2015-07-29,17.8,2026-08-06 01:41:13.679294,3.0,Fast
3651,3649,Dhl,TRK-00003649,In Transit,2016-11-22,2016-11-26,,40.49,2026-08-06 01:41:13.679294,,Delayed
3652,3650,Ups,TRK-00003650,Delivered,2016-11-23,2016-11-27,2016-11-28,36.48,2026-08-06 01:41:13.679294,5.0,Normal
3653,3651,Dhl,TRK-00003651,Delivered,2018-12-11,2018-12-14,2018-12-14,13.98,2026-08-06 01:41:13.679294,3.0,Fast
3654,3652,Ups,TRK-00003652,Delivered,2018-12-10,2018-12-15,2018-12-15,44.55,2026-08-06 01:41:13.679294,5.0,Normal
3655,3653,Delhivery,TRK-00003653,Delivered,2018-12-11,2018-12-16,2018-12-16,46.01,2026-08-06 01:41:13.679294,5.0,Normal
3656,3654,Fedex,TRK-00003654,Delivered,2018-12-10,2018-12-14,2018-12-15,23.18,2026-08-06 01:41:13.679294,5.0,Normal
3657,3655,Xpressbees,TRK-00003655,Delivered,2018-08-31,2018-09-05,2018-09-05,29.31,2026-08-06 01:41:13.679294,5.0,Normal
3658,3656,Xpressbees,TRK-00003656,Delivered,2018-04-26,2018-04-30,2018-05-01,32.71,2026-08-06 01:41:13.679294,5.0,Normal
3659,3657,Ups,TRK-00003657,Delivered,2018-09-09,2018-09-14,2018-09-14,29.83,2026-08-06 01:41:13.679294,5.0,Normal
3660,3658,Delhivery,TRK-00003658,Delivered,2016-03-14,2016-03-19,2016-03-19,16.46,2026-08-06 01:41:13.679294,5.0,Normal
3661,3659,Blue Dart,TRK-00003659,Delivered,2016-03-12,2016-03-17,2016-03-17,35.76,2026-08-06 01:41:13.679294,5.0,Normal
3662,3660,Fedex,TRK-00003660,Delivered,2016-03-12,2016-03-15,2016-03-15,11.11,2026-08-06 01:41:13.679294,3.0,Fast
3663,3661,Ups,TRK-00003661,Delivered,2017-07-19,2017-07-24,2017-07-24,12.42,2026-08-06 01:41:13.679294,5.0,Normal
3664,3662,Delhivery,TRK-00003662,Delivered,2017-06-14,2017-06-17,2017-06-17,48.78,2026-08-06 01:41:13.679294,3.0,Fast
3665,3663,Dhl,TRK-00003663,In Transit,2018-07-04,2018-07-09,,31.59,2026-08-06 01:41:13.679294,,Delayed
3666,3664,Xpressbees,TRK-00003664,Delivered,2018-07-05,2018-07-10,2018-07-10,42.31,2026-08-06 01:41:13.679294,5.0,Normal
3667,3665,Fedex,TRK-00003665,Delivered,2015-12-09,2015-12-12,2015-12-12,12.74,2026-08-06 01:41:13.679294,3.0,Fast
3668,3666,Fedex,TRK-00003666,Delivered,2015-12-10,2015-12-15,2015-12-15,49.92,2026-08-06 01:41:13.679294,5.0,Normal
3669,3667,Dhl,TRK-00003667,Delivered,2015-12-09,2015-12-12,2015-12-12,41.56,2026-08-06 01:41:13.679294,3.0,Fast
3670,3668,Dhl,TRK-00003668,Delivered,2015-12-10,2015-12-15,2015-12-15,46.27,2026-08-06 01:41:13.679294,5.0,Normal
3671,3669,Xpressbees,TRK-00003669,In Transit,2015-12-08,2015-12-11,,42.28,2026-08-06 01:41:13.679294,,Delayed
3672,3670,Delhivery,TRK-00003670,Delivered,2015-12-10,2015-12-13,2015-12-13,12.87,2026-08-06 01:41:13.679294,3.0,Fast
3673,3671,Delhivery,TRK-00003671,Delivered,2015-12-09,2015-12-13,2015-12-13,36.92,2026-08-06 01:41:13.679294,4.0,Normal
3674,3672,Xpressbees,TRK-00003672,Delivered,2015-12-08,2015-12-11,2015-12-11,17.07,2026-08-06 01:41:13.679294,3.0,Fast
3675,3673,Fedex,TRK-00003673,Delivered,2017-04-08,2017-04-12,2017-04-12,27.77,2026-08-06 01:41:13.679294,4.0,Normal
3676,3674,Xpressbees,TRK-00003674,Delivered,2017-04-08,2017-04-11,2017-04-11,15.36,2026-08-06 01:41:13.679294,3.0,Fast
3677,3675,Dhl,TRK-00003675,Delivered,2018-11-08,2018-11-11,2018-11-11,33.05,2026-08-06 01:41:13.679294,3.0,Fast
3678,3676,Dhl,TRK-00003676,Delivered,2018-11-07,2018-11-10,2018-11-10,32.36,2026-08-06 01:41:13.679294,3.0,Fast
3679,3677,Ups,TRK-00003677,Delivered,2016-12-07,2016-12-11,2016-12-12,11.44,2026-08-06 01:41:13.679294,5.0,Normal
3680,3678,Dhl,TRK-00003678,Delivered,2016-07-10,2016-07-15,2016-07-15,40.96,2026-08-06 01:41:13.679294,5.0,Normal
3681,3679,Fedex,TRK-00003679,Delivered,2016-07-10,2016-07-13,2016-07-13,13.44,2026-08-06 01:41:13.679294,3.0,Fast
3682,3680,Ups,TRK-00003680,Delivered,2016-07-11,2016-07-15,2016-07-15,34.24,2026-08-06 01:41:13.679294,4.0,Normal
3683,3681,Blue Dart,TRK-00003681,Delivered,2016-07-11,2016-07-15,2016-07-15,39.88,2026-08-06 01:41:13.679294,4.0,Normal
3684,3682,Dhl,TRK-00003682,Delivered,2016-07-09,2016-07-13,2016-07-13,31.77,2026-08-06 01:41:13.679294,4.0,Normal
3685,3683,Ups,TRK-00003683,Delivered,2016-07-09,2016-07-12,2016-07-12,45.18,2026-08-06 01:41:13.679294,3.0,Fast
3686,3684,Fedex,TRK-00003684,Delivered,2016-07-11,2016-07-14,2016-07-14,35.49,2026-08-06 01:41:13.679294,3.0,Fast
3687,3685,Ups,TRK-00003685,Delivered,2016-07-09,2016-07-13,2016-07-13,35.09,2026-08-06 01:41:13.679294,4.0,Normal
3688,3686,Ups,TRK-00003686,Delivered,2016-07-09,2016-07-12,2016-07-12,24.95,2026-08-06 01:41:13.679294,3.0,Fast
3689,3687,Blue Dart,TRK-00003687,Delivered,2017-12-14,2017-12-19,2017-12-19,36.59,2026-08-06 01:41:13.679294,5.0,Normal
3690,3688,Delhivery,TRK-00003688,Delivered,2017-05-20,2017-05-23,2017-05-23,41.66,2026-08-06 01:41:13.679294,3.0,Fast
3691,3689,Dhl,TRK-00003689,Delivered,2018-06-04,2018-06-08,2018-06-08,23.91,2026-08-06 01:41:13.679294,4.0,Normal
3692,3690,Delhivery,TRK-00003690,Delivered,2018-06-04,2018-06-07,2018-06-07,22.11,2026-08-06 01:41:13.679294,3.0,Fast
3693,3691,Ups,TRK-00003691,Delivered,2016-10-31,2016-11-04,2016-11-04,31.77,2026-08-06 01:41:13.679294,4.0,Normal
3694,3692,Dhl,TRK-00003692,In Transit,2016-10-31,2016-11-05,,37.67,2026-08-06 01:41:13.679294,,Delayed
3695,3693,Fedex,TRK-00003693,Delivered,2016-11-01,2016-11-05,2016-11-05,40.26,2026-08-06 01:41:13.679294,4.0,Normal
3696,3694,Blue Dart,TRK-00003694,Delivered,2016-11-01,2016-11-05,2016-11-05,34.84,2026-08-06 01:41:13.679294,4.0,Normal
3697,3695,Blue Dart,TRK-00003695,Delivered,2017-10-17,2017-10-20,2017-10-20,15.81,2026-08-06 01:41:13.679294,3.0,Fast
3698,3696,Blue Dart,TRK-00003696,In Transit,2017-10-15,2017-10-19,,48.19,2026-08-06 01:41:13.679294,,Delayed
3699,3697,Xpressbees,TRK-00003697,Delivered,2017-10-17,2017-10-22,2017-10-22,17.47,2026-08-06 01:41:13.679294,5.0,Normal
3700,3698,Fedex,TRK-00003698,Delivered,2016-11-20,2016-11-24,2016-11-24,29.36,2026-08-06 01:41:13.679294,4.0,Normal
3701,3699,Dhl,TRK-00003699,Delivered,2015-09-15,2015-09-18,2015-09-18,48.83,2026-08-06 01:41:13.679294,3.0,Fast
3702,3700,Ups,TRK-00003700,In Transit,2018-11-15,2018-11-19,,16.33,2026-08-06 01:41:13.679294,,Delayed
3703,3701,Delhivery,TRK-00003701,Delivered,2018-12-25,2018-12-28,2018-12-28,29.85,2026-08-06 01:41:13.679294,3.0,Fast
3704,3702,Ups,TRK-00003702,Delivered,2017-01-09,2017-01-13,2017-01-13,25.46,2026-08-06 01:41:13.679294,4.0,Normal
3705,3703,Dhl,TRK-00003703,Delivered,2016-06-13,2016-06-18,2016-06-18,41.65,2026-08-06 01:41:13.679294,5.0,Normal
3706,3704,Blue Dart,TRK-00003704,Delivered,2016-06-14,2016-06-18,2016-06-18,36.47,2026-08-06 01:41:13.679294,4.0,Normal
3707,3705,Delhivery,TRK-00003705,Delivered,2016-06-14,2016-06-17,2016-06-17,12.81,2026-08-06 01:41:13.679294,3.0,Fast
3708,3706,Xpressbees,TRK-00003706,Delivered,2016-06-14,2016-06-18,2016-06-18,23.52,2026-08-06 01:41:13.679294,4.0,Normal
3709,3707,Ups,TRK-00003707,Delivered,2018-03-19,2018-03-22,2018-03-22,20.81,2026-08-06 01:41:13.679294,3.0,Fast
3710,3708,Fedex,TRK-00003708,Delivered,2015-11-25,2015-11-30,2015-11-30,32.78,2026-08-06 01:41:13.679294,5.0,Normal
3711,3709,Delhivery,TRK-00003709,Delivered,2015-11-25,2015-11-30,2015-11-30,10.95,2026-08-06 01:41:13.679294,5.0,Normal
3712,3710,Dhl,TRK-00003710,Delivered,2015-11-24,2015-11-28,2015-11-28,28.97,2026-08-06 01:41:13.679294,4.0,Normal
3713,3711,Dhl,TRK-00003711,In Transit,2018-10-17,2018-10-22,,13.26,2026-08-06 01:41:13.679294,,Delayed
3714,3712,Fedex,TRK-00003712,In Transit,2018-10-15,2018-10-19,,10.11,2026-08-06 01:41:13.679294,,Delayed
3715,3713,Xpressbees,TRK-00003713,In Transit,2018-04-21,2018-04-24,,30.05,2026-08-06 01:41:13.679294,,Delayed
3716,3714,Delhivery,TRK-00003714,In Transit,2018-04-22,2018-04-26,,30.95,2026-08-06 01:41:13.679294,,Delayed
3717,3715,Fedex,TRK-00003715,Delivered,2015-12-08,2015-12-12,2015-12-13,34.67,2026-08-06 01:41:13.679294,5.0,Normal
3718,3716,Xpressbees,TRK-00003716,Delivered,2015-12-08,2015-12-13,2015-12-13,41.7,2026-08-06 01:41:13.679294,5.0,Normal
3719,3717,Fedex,TRK-00003717,Delivered,2018-05-31,2018-06-05,2018-06-05,18.74,2026-08-06 01:41:13.679294,5.0,Normal
3720,3718,Ups,TRK-00003718,Delivered,2017-09-20,2017-09-24,2017-09-24,28.49,2026-08-06 01:41:13.679294,4.0,Normal
3721,3719,Ups,TRK-00003719,Delivered,2017-09-21,2017-09-26,2017-09-26,22.76,2026-08-06 01:41:13.679294,5.0,Normal
3722,3720,Ups,TRK-00003720,Delivered,2017-09-18,2017-09-22,2017-09-22,34.91,2026-08-06 01:41:13.679294,4.0,Normal
3723,3721,Blue Dart,TRK-00003721,Delivered,2017-12-22,2017-12-25,2017-12-25,27.88,2026-08-06 01:41:13.679294,3.0,Fast
3724,3722,Delhivery,TRK-00003722,Delivered,2017-12-22,2017-12-25,2017-12-25,31.83,2026-08-06 01:41:13.679294,3.0,Fast
3725,3723,Delhivery,TRK-00003723,Delivered,2018-11-24,2018-11-28,2018-11-28,25.29,2026-08-06 01:41:13.679294,4.0,Normal
3726,3724,Delhivery,TRK-00003724,In Transit,2015-12-30,2016-01-02,,37.5,2026-08-06 01:41:13.679294,,Delayed
3727,3725,Xpressbees,TRK-00003725,Delivered,2018-04-05,2018-04-08,2018-04-08,43.6,2026-08-06 01:41:13.679294,3.0,Fast
3728,3726,Dhl,TRK-00003726,Delivered,2017-12-28,2018-01-01,2018-01-01,33.38,2026-08-06 01:41:13.679294,4.0,Normal
3729,3727,Blue Dart,TRK-00003727,Delivered,2017-06-05,2017-06-08,2017-06-08,45.96,2026-08-06 01:41:13.679294,3.0,Fast
3730,3728,Fedex,TRK-00003728,Delivered,2017-06-07,2017-06-11,2017-06-11,45.49,2026-08-06 01:41:13.679294,4.0,Normal
3731,3729,Blue Dart,TRK-00003729,Delivered,2017-06-05,2017-06-08,2017-06-08,15.89,2026-08-06 01:41:13.679294,3.0,Fast
3732,3730,Dhl,TRK-00003730,Delivered,2016-09-19,2016-09-24,2016-09-24,37.89,2026-08-06 01:41:13.679294,5.0,Normal
3733,3731,Xpressbees,TRK-00003731,Delivered,2016-09-18,2016-09-21,2016-09-21,45.17,2026-08-06 01:41:13.679294,3.0,Fast
3734,3732,Blue Dart,TRK-00003732,Delivered,2016-09-19,2016-09-24,2016-09-24,34.38,2026-08-06 01:41:13.679294,5.0,Normal
3735,3733,Xpressbees,TRK-00003733,Delivered,2016-09-18,2016-09-22,2016-09-22,38.02,2026-08-06 01:41:13.679294,4.0,Normal
3736,3734,Blue Dart,TRK-00003734,In Transit,2016-09-19,2016-09-23,,26.82,2026-08-06 01:41:13.679294,,Delayed
3737,3735,Blue Dart,TRK-00003735,Delivered,2018-03-07,2018-03-11,2018-03-11,37.59,2026-08-06 01:41:13.679294,4.0,Normal
3738,3736,Blue Dart,TRK-00003736,Delivered,2018-03-08,2018-03-11,2018-03-11,13.74,2026-08-06 01:41:13.679294,3.0,Fast
3739,3737,Xpressbees,TRK-00003737,Delivered,2017-03-18,2017-03-22,2017-03-22,12.36,2026-08-06 01:41:13.679294,4.0,Normal
3740,3738,Blue Dart,TRK-00003738,Delivered,2017-03-19,2017-03-24,2017-03-24,46.06,2026-08-06 01:41:13.679294,5.0,Normal
3741,3739,Blue Dart,TRK-00003739,In Transit,2017-12-09,2017-12-12,,18.05,2026-08-06 01:41:13.679294,,Delayed
3742,3740,Xpressbees,TRK-00003740,Delivered,2017-12-11,2017-12-14,2017-12-14,14.46,2026-08-06 01:41:13.679294,3.0,Fast
3743,3741,Fedex,TRK-00003741,Delivered,2017-12-09,2017-12-13,2017-12-13,27.82,2026-08-06 01:41:13.679294,4.0,Normal
3744,3742,Xpressbees,TRK-00003742,Delivered,2017-01-15,2017-01-19,2017-01-19,38.23,2026-08-06 01:41:13.679294,4.0,Normal
3745,3743,Fedex,TRK-00003743,Delivered,2017-01-15,2017-01-19,2017-01-20,18.23,2026-08-06 01:41:13.679294,5.0,Normal
3746,3744,Fedex,TRK-00003744,Delivered,2017-01-16,2017-01-20,2017-01-20,37.52,2026-08-06 01:41:13.679294,4.0,Normal
3747,3745,Fedex,TRK-00003745,Delivered,2015-10-26,2015-10-29,2015-10-29,38.48,2026-08-06 01:41:13.679294,3.0,Fast
3748,3746,Fedex,TRK-00003746,Delivered,2017-09-25,2017-09-29,2017-09-30,11.9,2026-08-06 01:41:13.679294,5.0,Normal
3749,3747,Xpressbees,TRK-00003747,Delivered,2017-09-24,2017-09-27,2017-09-27,19.62,2026-08-06 01:41:13.679294,3.0,Fast
3750,3748,Ups,TRK-00003748,Delivered,2018-08-28,2018-09-01,2018-09-01,41.73,2026-08-06 01:41:13.679294,4.0,Normal
3751,3749,Blue Dart,TRK-00003749,Delivered,2018-08-28,2018-09-01,2018-09-01,47.58,2026-08-06 01:41:13.679294,4.0,Normal
3752,3750,Blue Dart,TRK-00003750,Delivered,2018-08-29,2018-09-02,2018-09-02,43.17,2026-08-06 01:41:13.679294,4.0,Normal
3753,3751,Dhl,TRK-00003751,Delivered,2018-08-28,2018-08-31,2018-09-01,19.87,2026-08-06 01:41:13.679294,4.0,Normal
3754,3752,Delhivery,TRK-00003752,In Transit,2018-08-29,2018-09-02,,39.94,2026-08-06 01:41:13.679294,,Delayed
3755,3753,Xpressbees,TRK-00003753,Delivered,2018-08-28,2018-09-01,2018-09-01,32.31,2026-08-06 01:41:13.679294,4.0,Normal
3756,3754,Delhivery,TRK-00003754,Delivered,2018-08-29,2018-09-02,2018-09-02,42.5,2026-08-06 01:41:13.679294,4.0,Normal
3757,3755,Fedex,TRK-00003755,Delivered,2018-08-28,2018-09-01,2018-09-02,12.51,2026-08-06 01:41:13.679294,5.0,Normal
3758,3756,Ups,TRK-00003756,Delivered,2017-03-05,2017-03-09,2017-03-09,48.2,2026-08-06 01:41:13.679294,4.0,Normal
3759,3757,Dhl,TRK-00003757,Delivered,2017-03-04,2017-03-08,2017-03-08,31.22,2026-08-06 01:41:13.679294,4.0,Normal
3760,3758,Blue Dart,TRK-00003758,Delivered,2017-03-01,2017-03-04,2017-03-04,48.15,2026-08-06 01:41:13.679294,3.0,Fast
3761,3759,Delhivery,TRK-00003759,Delivered,2016-09-18,2016-09-22,2016-09-22,39.84,2026-08-06 01:41:13.679294,4.0,Normal
3762,3760,Blue Dart,TRK-00003760,Delivered,2016-09-18,2016-09-22,2016-09-22,30.89,2026-08-06 01:41:13.679294,4.0,Normal
3763,3761,Blue Dart,TRK-00003761,Delivered,2016-09-18,2016-09-21,2016-09-21,23.87,2026-08-06 01:41:13.679294,3.0,Fast
3764,3762,Dhl,TRK-00003762,Delivered,2018-05-13,2018-05-18,2018-05-18,12.94,2026-08-06 01:41:13.679294,5.0,Normal
3765,3763,Ups,TRK-00003763,In Transit,2017-08-15,2017-08-20,,45.7,2026-08-06 01:41:13.679294,,Delayed
3766,3764,Dhl,TRK-00003764,Delivered,2017-08-15,2017-08-20,2017-08-20,14.82,2026-08-06 01:41:13.679294,5.0,Normal
3767,3765,Blue Dart,TRK-00003765,Delivered,2018-02-25,2018-02-28,2018-02-28,35.73,2026-08-06 01:41:13.679294,3.0,Fast
3768,3766,Xpressbees,TRK-00003766,Delivered,2017-03-23,2017-03-26,2017-03-26,49.52,2026-08-06 01:41:13.679294,3.0,Fast
3769,3767,Xpressbees,TRK-00003767,Delivered,2017-03-21,2017-03-24,2017-03-24,30.75,2026-08-06 01:41:13.679294,3.0,Fast
3770,3768,Fedex,TRK-00003768,In Transit,2016-12-09,2016-12-13,,20.91,2026-08-06 01:41:13.679294,,Delayed
3771,3769,Ups,TRK-00003769,Shipped,2015-12-18,2015-12-21,,15.13,2026-08-06 01:41:13.679294,,Delayed
3772,3770,Ups,TRK-00003770,In Transit,2015-12-16,2015-12-19,,17.71,2026-08-06 01:41:13.679294,,Delayed
3773,3771,Blue Dart,TRK-00003771,Delivered,2017-12-17,2017-12-22,2017-12-22,37.58,2026-08-06 01:41:13.679294,5.0,Normal
3774,3772,Blue Dart,TRK-00003772,Delivered,2017-05-12,2017-05-16,2017-05-16,41.1,2026-08-06 01:41:13.679294,4.0,Normal
3775,3773,Xpressbees,TRK-00003773,Delivered,2015-08-08,2015-08-13,2015-08-13,44.54,2026-08-06 01:41:13.679294,5.0,Normal
3776,3774,Blue Dart,TRK-00003774,Delivered,2015-04-11,2015-04-16,2015-04-16,37.25,2026-08-06 01:41:13.679294,5.0,Normal
3777,3775,Dhl,TRK-00003775,Delivered,2015-04-11,2015-04-15,2015-04-15,48.07,2026-08-06 01:41:13.679294,4.0,Normal
3778,3776,Fedex,TRK-00003776,Delivered,2015-04-13,2015-04-17,2015-04-17,43.22,2026-08-06 01:41:13.679294,4.0,Normal
3779,3777,Delhivery,TRK-00003777,Delivered,2015-04-11,2015-04-15,2015-04-15,34.39,2026-08-06 01:41:13.679294,4.0,Normal
3780,3778,Ups,TRK-00003778,Delivered,2016-05-05,2016-05-08,2016-05-08,28.41,2026-08-06 01:41:13.679294,3.0,Fast
3781,3779,Ups,TRK-00003779,In Transit,2018-12-02,2018-12-05,,47.58,2026-08-06 01:41:13.679294,,Delayed
3782,3780,Xpressbees,TRK-00003780,Delivered,2018-02-17,2018-02-20,2018-02-20,10.05,2026-08-06 01:41:13.679294,3.0,Fast
3783,3781,Xpressbees,TRK-00003781,In Transit,2015-11-18,2015-11-22,,27.31,2026-08-06 01:41:13.679294,,Delayed
3784,3782,Dhl,TRK-00003782,In Transit,2016-07-10,2016-07-15,,49.51,2026-08-06 01:41:13.679294,,Delayed
3785,3783,Fedex,TRK-00003783,Delivered,2018-11-13,2018-11-17,2018-11-17,47.45,2026-08-06 01:41:13.679294,4.0,Normal
3786,3784,Delhivery,TRK-00003784,Delivered,2018-11-13,2018-11-17,2018-11-17,24.53,2026-08-06 01:41:13.679294,4.0,Normal
3787,3785,Fedex,TRK-00003785,Delivered,2018-08-01,2018-08-05,2018-08-05,42.16,2026-08-06 01:41:13.679294,4.0,Normal
3788,3786,Blue Dart,TRK-00003786,Delivered,2018-12-26,2018-12-31,2019-01-02,17.18,2026-08-06 01:41:13.679294,7.0,Delayed
3789,3787,Fedex,TRK-00003787,Delivered,2017-11-01,2017-11-04,2017-11-04,31.23,2026-08-06 01:41:13.679294,3.0,Fast
3790,3788,Xpressbees,TRK-00003788,Delivered,2017-09-04,2017-09-07,2017-09-07,10.87,2026-08-06 01:41:13.679294,3.0,Fast
3791,3789,Dhl,TRK-00003789,Delivered,2017-09-05,2017-09-10,2017-09-10,38.09,2026-08-06 01:41:13.679294,5.0,Normal
3792,3790,Delhivery,TRK-00003790,Delivered,2017-04-19,2017-04-23,2017-04-23,34.43,2026-08-06 01:41:13.679294,4.0,Normal
3793,3791,Xpressbees,TRK-00003791,Delivered,2015-07-07,2015-07-12,2015-07-12,31.7,2026-08-06 01:41:13.679294,5.0,Normal
3794,3792,Dhl,TRK-00003792,Delivered,2016-02-29,2016-03-03,2016-03-03,22.47,2026-08-06 01:41:13.679294,3.0,Fast
3795,3793,Dhl,TRK-00003793,Delivered,2016-02-28,2016-03-02,2016-03-02,11.85,2026-08-06 01:41:13.679294,3.0,Fast
3796,3794,Dhl,TRK-00003794,Delivered,2016-11-29,2016-12-02,2016-12-02,16.63,2026-08-06 01:41:13.679294,3.0,Fast
3797,3795,Xpressbees,TRK-00003795,In Transit,2015-01-28,2015-02-02,,16.88,2026-08-06 01:41:13.679294,,Delayed
3798,3796,Xpressbees,TRK-00003796,Delivered,2015-01-28,2015-02-01,2015-02-01,15.2,2026-08-06 01:41:13.679294,4.0,Normal
3799,3797,Xpressbees,TRK-00003797,Delivered,2015-01-27,2015-02-01,2015-02-01,23.68,2026-08-06 01:41:13.679294,5.0,Normal
3800,3798,Fedex,TRK-00003798,In Transit,2018-09-24,2018-09-27,,14.89,2026-08-06 01:41:13.679294,,Delayed
3801,3799,Fedex,TRK-00003799,In Transit,2018-11-05,2018-11-09,,18.6,2026-08-06 01:41:13.679294,,Delayed
3802,3800,Dhl,TRK-00003800,Delivered,2018-11-04,2018-11-09,2018-11-09,48.51,2026-08-06 01:41:13.679294,5.0,Normal
3803,3801,Blue Dart,TRK-00003801,Delivered,2017-10-16,2017-10-19,2017-10-19,17.9,2026-08-06 01:41:13.679294,3.0,Fast
3804,3802,Dhl,TRK-00003802,Delivered,2017-10-15,2017-10-19,2017-10-19,42.44,2026-08-06 01:41:13.679294,4.0,Normal
3805,3803,Blue Dart,TRK-00003803,Delivered,2017-10-14,2017-10-19,2017-10-19,49.98,2026-08-06 01:41:13.679294,5.0,Normal
3806,3804,Delhivery,TRK-00003804,Delivered,2017-10-16,2017-10-21,2017-10-21,42.87,2026-08-06 01:41:13.679294,5.0,Normal
3807,3805,Xpressbees,TRK-00003805,Delivered,2017-10-14,2017-10-18,2017-10-18,40.37,2026-08-06 01:41:13.679294,4.0,Normal
3808,3806,Dhl,TRK-00003806,Delivered,2017-10-16,2017-10-20,2017-10-20,28.61,2026-08-06 01:41:13.679294,4.0,Normal
3809,3807,Dhl,TRK-00003807,Delivered,2016-11-12,2016-11-16,2016-11-16,49.2,2026-08-06 01:41:13.679294,4.0,Normal
3810,3808,Delhivery,TRK-00003808,Delivered,2016-11-13,2016-11-16,2016-11-16,30.4,2026-08-06 01:41:13.679294,3.0,Fast
3811,3809,Fedex,TRK-00003809,Delivered,2016-11-13,2016-11-16,2016-11-16,25.81,2026-08-06 01:41:13.679294,3.0,Fast
3812,3810,Xpressbees,TRK-00003810,Delivered,2016-11-12,2016-11-16,2016-11-16,42.35,2026-08-06 01:41:13.679294,4.0,Normal
3813,3811,Xpressbees,TRK-00003811,Delivered,2016-11-14,2016-11-17,2016-11-17,30.79,2026-08-06 01:41:13.679294,3.0,Fast
3814,3812,Ups,TRK-00003812,Delivered,2016-11-14,2016-11-17,2016-11-17,16.15,2026-08-06 01:41:13.679294,3.0,Fast
3815,3813,Delhivery,TRK-00003813,Delivered,2018-03-07,2018-03-11,2018-03-12,45.17,2026-08-06 01:41:13.679294,5.0,Normal
3816,3814,Ups,TRK-00003814,Delivered,2016-11-06,2016-11-11,2016-11-12,36.94,2026-08-06 01:41:13.679294,6.0,Normal
3817,3815,Blue Dart,TRK-00003815,Delivered,2017-07-10,2017-07-14,2017-07-14,19.34,2026-08-06 01:41:13.679294,4.0,Normal
3818,3816,Blue Dart,TRK-00003816,Delivered,2017-07-08,2017-07-13,2017-07-13,13.7,2026-08-06 01:41:13.679294,5.0,Normal
3819,3817,Xpressbees,TRK-00003817,Delivered,2016-09-17,2016-09-21,2016-09-21,11.93,2026-08-06 01:41:13.679294,4.0,Normal
3820,3818,Xpressbees,TRK-00003818,Delivered,2016-09-16,2016-09-19,2016-09-19,17.71,2026-08-06 01:41:13.679294,3.0,Fast
3821,3819,Ups,TRK-00003819,Delivered,2016-09-15,2016-09-20,2016-09-20,33.78,2026-08-06 01:41:13.679294,5.0,Normal
3822,3820,Xpressbees,TRK-00003820,Delivered,2018-10-11,2018-10-15,2018-10-16,25.89,2026-08-06 01:41:13.679294,5.0,Normal
3823,3821,Fedex,TRK-00003821,Delivered,2018-10-09,2018-10-14,2018-10-14,33.23,2026-08-06 01:41:13.679294,5.0,Normal
3824,3822,Ups,TRK-00003822,Delivered,2018-10-11,2018-10-15,2018-10-15,38.27,2026-08-06 01:41:13.679294,4.0,Normal
3825,3823,Dhl,TRK-00003823,Delivered,2018-10-09,2018-10-13,2018-10-13,24.72,2026-08-06 01:41:13.679294,4.0,Normal
3826,3824,Delhivery,TRK-00003824,Delivered,2016-09-16,2016-09-19,2016-09-19,28.35,2026-08-06 01:41:13.679294,3.0,Fast
3827,3825,Xpressbees,TRK-00003825,Delivered,2016-09-16,2016-09-20,2016-09-20,17.66,2026-08-06 01:41:13.679294,4.0,Normal
3828,3826,Ups,TRK-00003826,Delivered,2016-09-16,2016-09-19,2016-09-19,36.65,2026-08-06 01:41:13.679294,3.0,Fast
