transport_id,order_row_id,carrier_name,tracking_number,shipment_status,dispatch_date,estimated_delivery_date,actual_delivery_date,delivery_cost,created_at
5098,5097,Blue Dart,TRK-00005097,Delivered,2015-12-08,2015-12-13,2015-12-13,33.99,2026-08-06 01:41:13.679294
5099,5098,Fedex,TRK-00005098,Delivered,2015-12-06,2015-12-10,2015-12-10,25.83,2026-08-06 01:41:13.679294
5100,5099,Xpressbees,TRK-00005099,Delivered,2015-12-08,2015-12-13,2015-12-13,25.04,2026-08-06 01:41:13.679294
5101,5100,Xpressbees,TRK-00005100,In Transit,2016-08-07,2016-08-11,,39.69,2026-08-06 01:41:13.679294
5102,5101,Blue Dart,TRK-00005101,Delivered,2015-03-18,2015-03-21,2015-03-21,27.66,2026-08-06 01:41:13.679294
5103,5102,Blue Dart,TRK-00005102,Delivered,2015-03-19,2015-03-23,2015-03-24,29.17,2026-08-06 01:41:13.679294
5104,5103,Ups,TRK-00005103,Delivered,2015-03-17,2015-03-21,2015-03-21,41.11,2026-08-06 01:41:13.679294
5105,5104,Ups,TRK-00005104,Delivered,2016-03-28,2016-03-31,2016-03-31,42.33,2026-08-06 01:41:13.679294
5106,5105,Blue Dart,TRK-00005105,Delivered,2016-03-28,2016-04-02,2016-04-02,29.6,2026-08-06 01:41:13.679294
5107,5106,Ups,TRK-00005106,Delivered,2015-12-15,2015-12-19,2015-12-19,36.25,2026-08-06 01:41:13.679294
5108,5107,Ups,TRK-00005107,Delivered,2016-09-21,2016-09-24,2016-09-24,16.11,2026-08-06 01:41:13.679294
5109,5108,Dhl,TRK-00005108,Delivered,2018-04-25,2018-04-30,2018-04-30,15.43,2026-08-06 01:41:13.679294
5110,5109,Blue Dart,TRK-00005109,Delivered,2018-04-26,2018-04-30,2018-04-30,40.35,2026-08-06 01:41:13.679294
5111,5110,Delhivery,TRK-00005110,Delivered,2015-10-20,2015-10-25,2015-10-25,33.4,2026-08-06 01:41:13.679294
5112,5111,Delhivery,TRK-00005111,Delivered,2015-10-19,2015-10-22,2015-10-22,17.13,2026-08-06 01:41:13.679294
5113,5112,Fedex,TRK-00005112,Delivered,2015-10-20,2015-10-23,2015-10-23,42.12,2026-08-06 01:41:13.679294
5114,5113,Xpressbees,TRK-00005113,Delivered,2016-11-14,2016-11-18,2016-11-19,41.51,2026-08-06 01:41:13.679294
5115,5114,Delhivery,TRK-00005114,Delivered,2017-01-31,2017-02-03,2017-02-03,46.63,2026-08-06 01:41:13.679294
5116,5115,Xpressbees,TRK-00005115,Delivered,2017-11-17,2017-11-21,2017-11-21,35.12,2026-08-06 01:41:13.679294
5117,5116,Fedex,TRK-00005116,Delivered,2018-07-25,2018-07-28,2018-07-28,35.58,2026-08-06 01:41:13.679294
5118,5117,Dhl,TRK-00005117,Delivered,2018-11-13,2018-11-18,2018-11-18,10.42,2026-08-06 01:41:13.679294
5119,5118,Xpressbees,TRK-00005118,Delivered,2016-09-28,2016-10-03,2016-10-03,48.38,2026-08-06 01:41:13.679294
5120,5119,Ups,TRK-00005119,Delivered,2016-09-28,2016-10-02,2016-10-02,15.92,2026-08-06 01:41:13.679294
5121,5120,Ups,TRK-00005120,Delivered,2016-09-26,2016-09-30,2016-09-30,35.4,2026-08-06 01:41:13.679294
5122,5121,Blue Dart,TRK-00005121,Delivered,2015-04-06,2015-04-11,2015-04-11,43.03,2026-08-06 01:41:13.679294
5123,5122,Blue Dart,TRK-00005122,Delivered,2015-04-05,2015-04-09,2015-04-09,27.43,2026-08-06 01:41:13.679294
5124,5123,Xpressbees,TRK-00005123,In Transit,2015-04-05,2015-04-10,,20.26,2026-08-06 01:41:13.679294
5125,5124,Fedex,TRK-00005124,Delivered,2015-04-04,2015-04-07,2015-04-07,11.74,2026-08-06 01:41:13.679294
5126,5125,Fedex,TRK-00005125,Delivered,2015-09-15,2015-09-18,2015-09-18,29.53,2026-08-06 01:41:13.679294
5127,5126,Delhivery,TRK-00005126,Delivered,2015-09-14,2015-09-17,2015-09-17,29.83,2026-08-06 01:41:13.679294
5128,5127,Dhl,TRK-00005127,Delivered,2015-09-15,2015-09-18,2015-09-18,24.71,2026-08-06 01:41:13.679294
5129,5128,Ups,TRK-00005128,Delivered,2015-09-15,2015-09-20,2015-09-20,48.56,2026-08-06 01:41:13.679294
5130,5129,Blue Dart,TRK-00005129,Delivered,2015-09-14,2015-09-17,2015-09-17,17.4,2026-08-06 01:41:13.679294
5131,5130,Ups,TRK-00005130,Delivered,2015-09-15,2015-09-20,2015-09-20,36.79,2026-08-06 01:41:13.679294
5132,5131,Delhivery,TRK-00005131,Delivered,2015-09-16,2015-09-21,2015-09-21,19.67,2026-08-06 01:41:13.679294
5133,5132,Xpressbees,TRK-00005132,In Transit,2018-12-31,2019-01-03,,42.04,2026-08-06 01:41:13.679294
5134,5133,Blue Dart,TRK-00005133,Delivered,2016-06-21,2016-06-24,2016-06-24,45.57,2026-08-06 01:41:13.679294
5135,5134,Fedex,TRK-00005134,Delivered,2018-11-28,2018-12-03,2018-12-03,48.66,2026-08-06 01:41:13.679294
5136,5135,Xpressbees,TRK-00005135,Delivered,2018-11-27,2018-11-30,2018-11-30,45.07,2026-08-06 01:41:13.679294
5137,5136,Fedex,TRK-00005136,Delivered,2017-10-23,2017-10-27,2017-10-27,37.73,2026-08-06 01:41:13.679294
5138,5137,Xpressbees,TRK-00005137,Delivered,2016-12-14,2016-12-17,2016-12-17,28.85,2026-08-06 01:41:13.679294
5139,5138,Dhl,TRK-00005138,Delivered,2017-11-13,2017-11-17,2017-11-18,38.6,2026-08-06 01:41:13.679294
5140,5139,Delhivery,TRK-00005139,Delivered,2018-09-30,2018-10-04,2018-10-04,32.41,2026-08-06 01:41:13.679294
5141,5140,Fedex,TRK-00005140,Delivered,2018-09-30,2018-10-04,2018-10-04,47.33,2026-08-06 01:41:13.679294
5142,5141,Delhivery,TRK-00005141,Delivered,2016-11-08,2016-11-13,2016-11-13,22.85,2026-08-06 01:41:13.679294
5143,5142,Xpressbees,TRK-00005142,Delivered,2017-04-01,2017-04-04,2017-04-04,43.79,2026-08-06 01:41:13.679294
5144,5143,Ups,TRK-00005143,In Transit,2017-04-02,2017-04-06,,27.58,2026-08-06 01:41:13.679294
5145,5144,Fedex,TRK-00005144,Delivered,2017-04-02,2017-04-07,2017-04-07,43.49,2026-08-06 01:41:13.679294
5146,5145,Fedex,TRK-00005145,Delivered,2018-02-02,2018-02-06,2018-02-06,31.53,2026-08-06 01:41:13.679294
5147,5146,Blue Dart,TRK-00005146,In Transit,2018-02-04,2018-02-07,,24.18,2026-08-06 01:41:13.679294
5148,5147,Xpressbees,TRK-00005147,Delivered,2018-02-04,2018-02-08,2018-02-08,35.17,2026-08-06 01:41:13.679294
5149,5148,Delhivery,TRK-00005148,Delivered,2018-12-24,2018-12-28,2018-12-28,26.87,2026-08-06 01:41:13.679294
5150,5149,Delhivery,TRK-00005149,In Transit,2018-12-26,2018-12-29,,41.83,2026-08-06 01:41:13.679294
5151,5150,Ups,TRK-00005150,Delivered,2015-06-21,2015-06-24,2015-06-24,47.08,2026-08-06 01:41:13.679294
5152,5151,Delhivery,TRK-00005151,Delivered,2018-03-08,2018-03-13,2018-03-13,12.38,2026-08-06 01:41:13.679294
5153,5152,Fedex,TRK-00005152,Delivered,2018-09-27,2018-09-30,2018-09-30,41.32,2026-08-06 01:41:13.679294
5154,5153,Blue Dart,TRK-00005153,In Transit,2015-07-01,2015-07-05,,44.96,2026-08-06 01:41:13.679294
5155,5154,Delhivery,TRK-00005154,Delivered,2015-07-02,2015-07-05,2015-07-05,20.61,2026-08-06 01:41:13.679294
5156,5155,Fedex,TRK-00005155,Delivered,2016-08-08,2016-08-13,2016-08-13,12.67,2026-08-06 01:41:13.679294
5157,5156,Fedex,TRK-00005156,Delivered,2016-08-07,2016-08-10,2016-08-10,42.2,2026-08-06 01:41:13.679294
5158,5157,Fedex,TRK-00005157,Delivered,2018-06-30,2018-07-04,2018-07-05,40.59,2026-08-06 01:41:13.679294
5159,5158,Delhivery,TRK-00005158,Delivered,2018-06-30,2018-07-04,2018-07-04,44.83,2026-08-06 01:41:13.679294
5160,5159,Fedex,TRK-00005159,Delivered,2018-06-30,2018-07-04,2018-07-04,43.1,2026-08-06 01:41:13.679294
5161,5160,Dhl,TRK-00005160,Delivered,2016-10-28,2016-10-31,2016-10-31,21.38,2026-08-06 01:41:13.679294
5162,5161,Delhivery,TRK-00005161,Delivered,2016-10-26,2016-10-29,2016-10-29,36.82,2026-08-06 01:41:13.679294
5163,5162,Dhl,TRK-00005162,Delivered,2015-07-31,2015-08-05,2015-08-05,39.75,2026-08-06 01:41:13.679294
5164,5163,Xpressbees,TRK-00005163,Delivered,2017-11-18,2017-11-22,2017-11-22,17.97,2026-08-06 01:41:13.679294
5165,5164,Ups,TRK-00005164,Delivered,2016-07-08,2016-07-12,2016-07-12,39.11,2026-08-06 01:41:13.679294
5166,5165,Dhl,TRK-00005165,Delivered,2015-11-10,2015-11-14,2015-11-14,42.99,2026-08-06 01:41:13.679294
5167,5166,Xpressbees,TRK-00005166,Delivered,2015-11-12,2015-11-17,2015-11-17,49.86,2026-08-06 01:41:13.679294
5168,5167,Fedex,TRK-00005167,Delivered,2015-11-11,2015-11-14,2015-11-14,41.78,2026-08-06 01:41:13.679294
5169,5168,Ups,TRK-00005168,Delivered,2015-11-11,2015-11-15,2015-11-15,20.06,2026-08-06 01:41:13.679294
5170,5169,Fedex,TRK-00005169,Delivered,2015-11-10,2015-11-15,2015-11-15,26.25,2026-08-06 01:41:13.679294
5171,5170,Dhl,TRK-00005170,Delivered,2015-11-11,2015-11-16,2015-11-16,12.41,2026-08-06 01:41:13.679294
5172,5171,Delhivery,TRK-00005171,Delivered,2017-05-29,2017-06-01,2017-06-01,42.01,2026-08-06 01:41:13.679294
5173,5172,Xpressbees,TRK-00005172,Delivered,2017-05-28,2017-06-01,2017-06-01,37.25,2026-08-06 01:41:13.679294
5174,5173,Xpressbees,TRK-00005173,Delivered,2017-05-28,2017-06-02,2017-06-02,28.55,2026-08-06 01:41:13.679294
5175,5174,Fedex,TRK-00005174,In Transit,2016-03-09,2016-03-14,,42.18,2026-08-06 01:41:13.679294
5176,5175,Ups,TRK-00005175,Delivered,2018-10-19,2018-10-24,2018-10-24,15.64,2026-08-06 01:41:13.679294
5177,5176,Fedex,TRK-00005176,Delivered,2018-10-19,2018-10-22,2018-10-22,28.03,2026-08-06 01:41:13.679294
5178,5177,Dhl,TRK-00005177,Delivered,2017-11-06,2017-11-11,2017-11-11,24.17,2026-08-06 01:41:13.679294
5179,5178,Xpressbees,TRK-00005178,Delivered,2017-12-27,2017-12-31,2018-01-01,12.27,2026-08-06 01:41:13.679294
5180,5179,Ups,TRK-00005179,Delivered,2016-04-14,2016-04-17,2016-04-17,49.12,2026-08-06 01:41:13.679294
5181,5180,Blue Dart,TRK-00005180,Delivered,2016-04-13,2016-04-17,2016-04-17,45.13,2026-08-06 01:41:13.679294
5182,5181,Dhl,TRK-00005181,In Transit,2016-04-15,2016-04-18,,30.42,2026-08-06 01:41:13.679294
5183,5182,Ups,TRK-00005182,Delivered,2018-09-14,2018-09-19,2018-09-20,20.4,2026-08-06 01:41:13.679294
5184,5183,Delhivery,TRK-00005183,Delivered,2018-09-13,2018-09-16,2018-09-16,10.31,2026-08-06 01:41:13.679294
5185,5184,Delhivery,TRK-00005184,Delivered,2018-09-26,2018-09-30,2018-09-30,41.28,2026-08-06 01:41:13.679294
5186,5185,Fedex,TRK-00005185,Delivered,2018-09-24,2018-09-27,2018-09-27,34.98,2026-08-06 01:41:13.679294
5187,5186,Blue Dart,TRK-00005186,Delivered,2016-10-11,2016-10-15,2016-10-15,14.73,2026-08-06 01:41:13.679294
5188,5187,Dhl,TRK-00005187,Delivered,2016-11-27,2016-12-01,2016-12-01,14.44,2026-08-06 01:41:13.679294
5189,5188,Delhivery,TRK-00005188,Delivered,2016-09-13,2016-09-17,2016-09-17,18.21,2026-08-06 01:41:13.679294
5190,5189,Xpressbees,TRK-00005189,Delivered,2016-09-14,2016-09-17,2016-09-17,29.64,2026-08-06 01:41:13.679294
5191,5190,Xpressbees,TRK-00005190,Delivered,2018-11-15,2018-11-20,2018-11-20,33.37,2026-08-06 01:41:13.679294
5192,5191,Fedex,TRK-00005191,Delivered,2018-11-14,2018-11-17,2018-11-17,33.45,2026-08-06 01:41:13.679294
5193,5192,Xpressbees,TRK-00005192,Delivered,2018-05-07,2018-05-11,2018-05-11,42.66,2026-08-06 01:41:13.679294
5194,5193,Blue Dart,TRK-00005193,Delivered,2015-11-29,2015-12-02,2015-12-02,12.77,2026-08-06 01:41:13.679294
5195,5194,Fedex,TRK-00005194,Delivered,2015-11-28,2015-12-02,2015-12-03,30.31,2026-08-06 01:41:13.679294
5196,5195,Delhivery,TRK-00005195,Delivered,2015-11-29,2015-12-02,2015-12-02,13.98,2026-08-06 01:41:13.679294
5197,5196,Dhl,TRK-00005196,Delivered,2015-11-29,2015-12-04,2015-12-04,26.87,2026-08-06 01:41:13.679294
5198,5197,Ups,TRK-00005197,Delivered,2015-05-11,2015-05-14,2015-05-14,42.41,2026-08-06 01:41:13.679294
5199,5198,Blue Dart,TRK-00005198,Delivered,2015-05-10,2015-05-13,2015-05-14,25.38,2026-08-06 01:41:13.679294
5200,5199,Xpressbees,TRK-00005199,Delivered,2017-03-04,2017-03-08,2017-03-08,27.09,2026-08-06 01:41:13.679294
5201,5200,Fedex,TRK-00005200,Delivered,2017-03-05,2017-03-08,2017-03-08,35.2,2026-08-06 01:41:13.679294
5202,5201,Dhl,TRK-00005201,Delivered,2017-03-05,2017-03-08,2017-03-08,42.82,2026-08-06 01:41:13.679294
5203,5202,Ups,TRK-00005202,Delivered,2017-03-05,2017-03-10,2017-03-10,29.03,2026-08-06 01:41:13.679294
5204,5203,Blue Dart,TRK-00005203,Delivered,2016-08-17,2016-08-22,2016-08-22,29.8,2026-08-06 01:41:13.679294
5205,5204,Xpressbees,TRK-00005204,Delivered,2016-08-15,2016-08-20,2016-08-20,17.61,2026-08-06 01:41:13.679294
5206,5205,Blue Dart,TRK-00005205,Delivered,2016-09-13,2016-09-16,2016-09-16,42.71,2026-08-06 01:41:13.679294
5207,5206,Blue Dart,TRK-00005206,Delivered,2016-09-12,2016-09-17,2016-09-17,17.71,2026-08-06 01:41:13.679294
5208,5207,Xpressbees,TRK-00005207,Delivered,2016-09-13,2016-09-16,2016-09-16,46.74,2026-08-06 01:41:13.679294
5209,5208,Ups,TRK-00005208,Delivered,2016-09-13,2016-09-18,2016-09-18,26.33,2026-08-06 01:41:13.679294
5210,5209,Delhivery,TRK-00005209,Delivered,2016-09-14,2016-09-19,2016-09-19,40.34,2026-08-06 01:41:13.679294
5211,5210,Ups,TRK-00005210,In Transit,2016-09-14,2016-09-19,,37.4,2026-08-06 01:41:13.679294
5212,5211,Ups,TRK-00005211,Delivered,2016-01-12,2016-01-16,2016-01-16,39.35,2026-08-06 01:41:13.679294
5213,5212,Fedex,TRK-00005212,Delivered,2016-05-14,2016-05-18,2016-05-18,33.65,2026-08-06 01:41:13.679294
5214,5213,Fedex,TRK-00005213,Delivered,2017-09-26,2017-10-01,2017-10-01,18.62,2026-08-06 01:41:13.679294
5215,5214,Blue Dart,TRK-00005214,Delivered,2017-09-28,2017-10-01,2017-10-01,39.32,2026-08-06 01:41:13.679294
5216,5215,Fedex,TRK-00005215,Delivered,2017-09-26,2017-09-29,2017-09-29,37.6,2026-08-06 01:41:13.679294
5217,5216,Dhl,TRK-00005216,Delivered,2017-09-27,2017-10-02,2017-10-02,29.07,2026-08-06 01:41:13.679294
5218,5217,Delhivery,TRK-00005217,Delivered,2018-09-09,2018-09-14,2018-09-14,39.53,2026-08-06 01:41:13.679294
5219,5218,Xpressbees,TRK-00005218,Delivered,2018-04-16,2018-04-21,2018-04-21,24.86,2026-08-06 01:41:13.679294
5220,5219,Delhivery,TRK-00005219,Delivered,2018-06-12,2018-06-17,2018-06-17,14.06,2026-08-06 01:41:13.679294
5221,5220,Delhivery,TRK-00005220,Delivered,2018-09-02,2018-09-05,2018-09-06,32.38,2026-08-06 01:41:13.679294
5222,5221,Delhivery,TRK-00005221,Delivered,2015-06-16,2015-06-20,2015-06-20,48.69,2026-08-06 01:41:13.679294
5223,5222,Xpressbees,TRK-00005222,Delivered,2018-05-18,2018-05-21,2018-05-21,18.42,2026-08-06 01:41:13.679294
5224,5223,Dhl,TRK-00005223,In Transit,2018-05-20,2018-05-23,,21.94,2026-08-06 01:41:13.679294
5225,5224,Fedex,TRK-00005224,Delivered,2018-05-18,2018-05-21,2018-05-21,36.81,2026-08-06 01:41:13.679294
5226,5225,Xpressbees,TRK-00005225,Delivered,2018-09-13,2018-09-16,2018-09-16,19.6,2026-08-06 01:41:13.679294
5227,5226,Fedex,TRK-00005226,In Transit,2017-06-22,2017-06-26,,46.52,2026-08-06 01:41:13.679294
5228,5227,Fedex,TRK-00005227,Delivered,2017-06-23,2017-06-26,2017-06-26,31.34,2026-08-06 01:41:13.679294
5229,5228,Ups,TRK-00005228,Delivered,2017-06-21,2017-06-26,2017-06-26,21.8,2026-08-06 01:41:13.679294
5230,5229,Blue Dart,TRK-00005229,Delivered,2015-11-27,2015-12-02,2015-12-02,38.82,2026-08-06 01:41:13.679294
5231,5230,Xpressbees,TRK-00005230,Delivered,2018-03-19,2018-03-23,2018-03-24,17.11,2026-08-06 01:41:13.679294
5232,5231,Blue Dart,TRK-00005231,Delivered,2018-03-20,2018-03-25,2018-03-25,49.43,2026-08-06 01:41:13.679294
5233,5232,Xpressbees,TRK-00005232,Delivered,2018-03-19,2018-03-22,2018-03-22,16.01,2026-08-06 01:41:13.679294
5234,5233,Delhivery,TRK-00005233,Delivered,2018-03-19,2018-03-23,2018-03-23,27.52,2026-08-06 01:41:13.679294
5235,5234,Fedex,TRK-00005234,Delivered,2015-10-19,2015-10-24,2015-10-25,39.88,2026-08-06 01:41:13.679294
5236,5235,Ups,TRK-00005235,Delivered,2018-08-23,2018-08-26,2018-08-26,20.69,2026-08-06 01:41:13.679294
5237,5236,Delhivery,TRK-00005236,Delivered,2017-11-21,2017-11-25,2017-11-25,48.02,2026-08-06 01:41:13.679294
5238,5237,Dhl,TRK-00005237,Delivered,2015-09-21,2015-09-25,2015-09-25,22.2,2026-08-06 01:41:13.679294
5239,5238,Delhivery,TRK-00005238,Delivered,2015-09-20,2015-09-25,2015-09-25,38.18,2026-08-06 01:41:13.679294
5240,5239,Xpressbees,TRK-00005239,Delivered,2015-09-21,2015-09-26,2015-09-26,27.96,2026-08-06 01:41:13.679294
5241,5240,Blue Dart,TRK-00005240,Delivered,2017-09-12,2017-09-17,2017-09-17,30.32,2026-08-06 01:41:13.679294
5242,5241,Fedex,TRK-00005241,Delivered,2017-09-11,2017-09-15,2017-09-15,32.53,2026-08-06 01:41:13.679294
5243,5242,Xpressbees,TRK-00005242,Delivered,2017-09-24,2017-09-28,2017-09-28,49.8,2026-08-06 01:41:13.679294
5244,5243,Fedex,TRK-00005243,Delivered,2018-08-06,2018-08-09,2018-08-09,17.23,2026-08-06 01:41:13.679294
5245,5244,Blue Dart,TRK-00005244,Delivered,2017-07-25,2017-07-28,2017-07-28,36.79,2026-08-06 01:41:13.679294
5246,5245,Dhl,TRK-00005245,Delivered,2017-08-02,2017-08-07,2017-08-07,16.41,2026-08-06 01:41:13.679294
5247,5246,Ups,TRK-00005246,Delivered,2017-08-03,2017-08-08,2017-08-08,33.41,2026-08-06 01:41:13.679294
5248,5247,Fedex,TRK-00005247,Delivered,2017-08-04,2017-08-09,2017-08-09,47.12,2026-08-06 01:41:13.679294
5249,5248,Dhl,TRK-00005248,Delivered,2016-05-21,2016-05-24,2016-05-24,29.84,2026-08-06 01:41:13.679294
5250,5249,Blue Dart,TRK-00005249,Delivered,2018-11-03,2018-11-07,2018-11-08,44.23,2026-08-06 01:41:13.679294
5251,5250,Ups,TRK-00005250,In Transit,2016-04-17,2016-04-20,,10.66,2026-08-06 01:41:13.679294
5252,5251,Blue Dart,TRK-00005251,Delivered,2017-12-13,2017-12-16,2017-12-16,43.04,2026-08-06 01:41:13.679294
5253,5252,Ups,TRK-00005252,Delivered,2017-12-12,2017-12-16,2017-12-16,46.9,2026-08-06 01:41:13.679294
5254,5253,Delhivery,TRK-00005253,Delivered,2016-10-31,2016-11-05,2016-11-05,11.92,2026-08-06 01:41:13.679294
5255,5254,Blue Dart,TRK-00005254,Delivered,2015-03-09,2015-03-14,2015-03-14,33.05,2026-08-06 01:41:13.679294
5256,5255,Dhl,TRK-00005255,Delivered,2016-03-05,2016-03-08,2016-03-08,30.04,2026-08-06 01:41:13.679294
5257,5256,Delhivery,TRK-00005256,Delivered,2016-03-07,2016-03-10,2016-03-11,14.49,2026-08-06 01:41:13.679294
5258,5257,Blue Dart,TRK-00005257,Delivered,2017-08-09,2017-08-14,2017-08-14,29.84,2026-08-06 01:41:13.679294
5259,5258,Xpressbees,TRK-00005258,Delivered,2018-01-03,2018-01-08,2018-01-08,30.06,2026-08-06 01:41:13.679294
5260,5259,Xpressbees,TRK-00005259,In Transit,2018-10-09,2018-10-14,,10.48,2026-08-06 01:41:13.679294
5261,5260,Fedex,TRK-00005260,Delivered,2018-10-22,2018-10-27,2018-10-27,15.66,2026-08-06 01:41:13.679294
5262,5261,Fedex,TRK-00005261,Delivered,2015-09-09,2015-09-14,2015-09-14,47.72,2026-08-06 01:41:13.679294
5263,5262,Ups,TRK-00005262,Delivered,2015-09-07,2015-09-12,2015-09-12,31.22,2026-08-06 01:41:13.679294
5264,5263,Dhl,TRK-00005263,Delivered,2015-09-07,2015-09-11,2015-09-11,12.02,2026-08-06 01:41:13.679294
5265,5264,Delhivery,TRK-00005264,Delivered,2015-09-07,2015-09-11,2015-09-11,43.16,2026-08-06 01:41:13.679294
5266,5265,Ups,TRK-00005265,Delivered,2015-09-07,2015-09-11,2015-09-11,24.05,2026-08-06 01:41:13.679294
5267,5266,Fedex,TRK-00005266,Delivered,2018-09-30,2018-10-03,2018-10-03,47.85,2026-08-06 01:41:13.679294
5268,5267,Ups,TRK-00005267,Delivered,2018-10-02,2018-10-07,2018-10-07,43.54,2026-08-06 01:41:13.679294
5269,5268,Blue Dart,TRK-00005268,Delivered,2018-09-30,2018-10-04,2018-10-04,35.78,2026-08-06 01:41:13.679294
5270,5269,Delhivery,TRK-00005269,Delivered,2018-11-18,2018-11-23,2018-11-23,47.18,2026-08-06 01:41:13.679294
5271,5270,Xpressbees,TRK-00005270,Delivered,2018-09-12,2018-09-16,2018-09-16,27.45,2026-08-06 01:41:13.679294
5272,5271,Fedex,TRK-00005271,Delivered,2018-09-12,2018-09-16,2018-09-16,46.67,2026-08-06 01:41:13.679294
5273,5272,Delhivery,TRK-00005272,Delivered,2018-01-16,2018-01-20,2018-01-21,10.29,2026-08-06 01:41:13.679294
5274,5273,Ups,TRK-00005273,Delivered,2018-01-18,2018-01-23,2018-01-24,25.54,2026-08-06 01:41:13.679294
5275,5274,Delhivery,TRK-00005274,Delivered,2017-11-28,2017-12-02,2017-12-02,33.06,2026-08-06 01:41:13.679294
5276,5275,Fedex,TRK-00005275,Delivered,2016-11-08,2016-11-13,2016-11-13,33.2,2026-08-06 01:41:13.679294
5277,5276,Fedex,TRK-00005276,Delivered,2018-12-16,2018-12-19,2018-12-19,12.77,2026-08-06 01:41:13.679294
5278,5277,Blue Dart,TRK-00005277,Delivered,2018-12-14,2018-12-18,2018-12-18,18.75,2026-08-06 01:41:13.679294
5279,5278,Delhivery,TRK-00005278,Delivered,2015-09-13,2015-09-18,2015-09-18,45.49,2026-08-06 01:41:13.679294
5280,5279,Delhivery,TRK-00005279,Delivered,2015-12-09,2015-12-12,2015-12-12,20.77,2026-08-06 01:41:13.679294
5281,5280,Dhl,TRK-00005280,Delivered,2018-09-07,2018-09-10,2018-09-10,43.86,2026-08-06 01:41:13.679294
5282,5281,Blue Dart,TRK-00005281,In Transit,2018-10-08,2018-10-11,,45.22,2026-08-06 01:41:13.679294
5283,5282,Delhivery,TRK-00005282,Delivered,2016-09-05,2016-09-09,2016-09-09,26.07,2026-08-06 01:41:13.679294
5284,5283,Blue Dart,TRK-00005283,In Transit,2016-09-06,2016-09-10,,11.97,2026-08-06 01:41:13.679294
5285,5284,Ups,TRK-00005284,Delivered,2015-03-31,2015-04-04,2015-04-04,14.29,2026-08-06 01:41:13.679294
5286,5285,Blue Dart,TRK-00005285,Delivered,2015-04-01,2015-04-06,2015-04-06,10.64,2026-08-06 01:41:13.679294
5287,5286,Ups,TRK-00005286,Delivered,2018-05-07,2018-05-10,2018-05-10,43.18,2026-08-06 01:41:13.679294
5288,5287,Ups,TRK-00005287,Delivered,2018-05-06,2018-05-09,2018-05-09,21.55,2026-08-06 01:41:13.679294
5289,5288,Blue Dart,TRK-00005288,Delivered,2018-05-05,2018-05-09,2018-05-09,27.21,2026-08-06 01:41:13.679294
5290,5289,Blue Dart,TRK-00005289,Delivered,2018-04-30,2018-05-04,2018-05-04,28.79,2026-08-06 01:41:13.679294
5291,5290,Dhl,TRK-00005290,Delivered,2015-09-08,2015-09-13,2015-09-13,10.49,2026-08-06 01:41:13.679294
5292,5291,Blue Dart,TRK-00005291,In Transit,2015-09-09,2015-09-14,,42.76,2026-08-06 01:41:13.679294
5293,5292,Delhivery,TRK-00005292,In Transit,2015-09-08,2015-09-11,,13.13,2026-08-06 01:41:13.679294
5294,5293,Blue Dart,TRK-00005293,Delivered,2018-06-20,2018-06-23,2018-06-23,25.5,2026-08-06 01:41:13.679294
5295,5294,Blue Dart,TRK-00005294,Delivered,2016-12-26,2016-12-31,2016-12-31,29.89,2026-08-06 01:41:13.679294
5296,5295,Dhl,TRK-00005295,Delivered,2018-08-15,2018-08-18,2018-08-18,28.24,2026-08-06 01:41:13.679294
5297,5296,Ups,TRK-00005296,Delivered,2018-03-05,2018-03-10,2018-03-10,32.22,2026-08-06 01:41:13.679294
5298,5297,Delhivery,TRK-00005297,Delivered,2018-07-29,2018-08-02,2018-08-02,40.93,2026-08-06 01:41:13.679294
5299,5298,Blue Dart,TRK-00005298,Delivered,2018-07-27,2018-08-01,2018-08-01,34.51,2026-08-06 01:41:13.679294
5300,5299,Delhivery,TRK-00005299,Delivered,2017-09-25,2017-09-29,2017-09-30,37.66,2026-08-06 01:41:13.679294
5301,5300,Dhl,TRK-00005300,Delivered,2017-09-23,2017-09-28,2017-09-29,13.9,2026-08-06 01:41:13.679294
5302,5301,Dhl,TRK-00005301,Delivered,2017-05-31,2017-06-03,2017-06-03,40.41,2026-08-06 01:41:13.679294
5303,5302,Delhivery,TRK-00005302,Delivered,2017-05-31,2017-06-04,2017-06-04,38.94,2026-08-06 01:41:13.679294
5304,5303,Blue Dart,TRK-00005303,Delivered,2017-05-31,2017-06-05,2017-06-05,33.58,2026-08-06 01:41:13.679294
5305,5304,Delhivery,TRK-00005304,Delivered,2015-11-16,2015-11-20,2015-11-20,25.85,2026-08-06 01:41:13.679294
5306,5305,Dhl,TRK-00005305,Delivered,2015-09-23,2015-09-28,2015-09-28,20.58,2026-08-06 01:41:13.679294
5307,5306,Delhivery,TRK-00005306,Delivered,2017-02-23,2017-02-27,2017-02-27,14.4,2026-08-06 01:41:13.679294
5308,5307,Ups,TRK-00005307,Delivered,2017-02-22,2017-02-26,2017-02-26,44.98,2026-08-06 01:41:13.679294
5309,5308,Dhl,TRK-00005308,Delivered,2017-02-23,2017-02-27,2017-02-27,44.73,2026-08-06 01:41:13.679294
5310,5309,Xpressbees,TRK-00005309,In Transit,2018-11-19,2018-11-24,,10.2,2026-08-06 01:41:13.679294
