payment_id,order_row_id,payment_method,payment_status,payment_date,transaction_reference,payment_amount,created_at
4089,4087,UPI,Completed,2017-08-06,TXN-00004087,20.95,2026-08-06 01:41:39.368897
4090,4088,Net Banking,Completed,2017-08-05,TXN-00004088,11.78,2026-08-06 01:41:39.368897
4091,4089,Credit Card,Completed,2015-08-23,TXN-00004089,638.82,2026-08-06 01:41:39.368897
4092,4090,UPI,Completed,2017-04-03,TXN-00004090,20.7,2026-08-06 01:41:39.368897
4093,4091,Net Banking,Completed,2017-04-05,TXN-00004091,10.95,2026-08-06 01:41:39.368897
4094,4092,Wallet,Completed,2017-04-05,TXN-00004092,14.35,2026-08-06 01:41:39.368897
4095,4093,Credit Card,Completed,2018-05-17,TXN-00004093,221.02,2026-08-06 01:41:39.368897
4096,4094,Credit Card,Completed,2016-08-26,TXN-00004094,3080.0,2026-08-06 01:41:39.368897
4097,4095,Wallet,Completed,2016-08-25,TXN-00004095,79.96,2026-08-06 01:41:39.368897
4098,4096,Debit Card,Completed,2016-08-25,TXN-00004096,587.97,2026-08-06 01:41:39.368897
4099,4097,Net Banking,Completed,2015-09-24,TXN-00004097,32.4,2026-08-06 01:41:39.368897
4100,4098,Cash,Completed,2015-09-26,TXN-00004098,404.9,2026-08-06 01:41:39.368897
4101,4099,Wallet,Completed,2015-09-24,TXN-00004099,9449.95,2026-08-06 01:41:39.368897
4102,4100,Credit Card,Completed,2015-09-24,TXN-00004100,12.94,2026-08-06 01:41:39.368897
4103,4101,Cash,Completed,2018-06-23,TXN-00004101,2.26,2026-08-06 01:41:39.368897
4104,4102,Net Banking,Completed,2018-06-20,TXN-00004102,0.44,2026-08-06 01:41:39.368897
4105,4103,UPI,Completed,2018-06-21,TXN-00004103,146.18,2026-08-06 01:41:39.368897
4106,4104,Net Banking,Completed,2018-12-22,TXN-00004104,15.92,2026-08-06 01:41:39.368897
4107,4105,Credit Card,Completed,2018-08-11,TXN-00004105,159.96,2026-08-06 01:41:39.368897
4108,4106,Credit Card,Completed,2018-08-10,TXN-00004106,13.76,2026-08-06 01:41:39.368897
4109,4107,Debit Card,Completed,2017-08-23,TXN-00004107,4.31,2026-08-06 01:41:39.368897
4110,4108,Credit Card,Completed,2016-09-11,TXN-00004108,13.96,2026-08-06 01:41:39.368897
4111,4109,Debit Card,Completed,2016-09-11,TXN-00004109,27.41,2026-08-06 01:41:39.368897
4112,4110,Debit Card,Completed,2016-12-25,TXN-00004110,73.98,2026-08-06 01:41:39.368897
4113,4111,UPI,Completed,2016-12-27,TXN-00004111,160.98,2026-08-06 01:41:39.368897
4114,4112,Debit Card,Completed,2016-12-26,TXN-00004112,17.34,2026-08-06 01:41:39.368897
4115,4113,Cash,Completed,2016-12-28,TXN-00004113,3.28,2026-08-06 01:41:39.368897
4116,4114,Cash,Completed,2016-05-04,TXN-00004114,8.86,2026-08-06 01:41:39.368897
4117,4115,Debit Card,Completed,2016-05-02,TXN-00004115,158.38,2026-08-06 01:41:39.368897
4118,4116,Net Banking,Completed,2017-11-28,TXN-00004116,1219.96,2026-08-06 01:41:39.368897
4119,4117,Debit Card,Completed,2016-11-26,TXN-00004117,3.17,2026-08-06 01:41:39.368897
4120,4118,Debit Card,Completed,2016-11-27,TXN-00004118,19.44,2026-08-06 01:41:39.368897
4121,4119,Cash,Completed,2016-11-28,TXN-00004119,454.86,2026-08-06 01:41:39.368897
4122,4120,Debit Card,Completed,2016-11-26,TXN-00004120,91.39,2026-08-06 01:41:39.368897
4123,4121,Wallet,Pending,2018-09-04,TXN-00004121,19.04,2026-08-06 01:41:39.368897
4124,4122,Credit Card,Completed,2018-05-11,TXN-00004122,37.44,2026-08-06 01:41:39.368897
4125,4123,Wallet,Completed,2018-05-11,TXN-00004123,37.59,2026-08-06 01:41:39.368897
4126,4124,Credit Card,Completed,2018-05-11,TXN-00004124,26.03,2026-08-06 01:41:39.368897
4127,4125,Cash,Completed,2015-05-12,TXN-00004125,35.91,2026-08-06 01:41:39.368897
4128,4126,Net Banking,Completed,2018-07-27,TXN-00004126,91.03,2026-08-06 01:41:39.368897
4129,4127,Wallet,Completed,2018-05-09,TXN-00004127,54.66,2026-08-06 01:41:39.368897
4130,4128,UPI,Completed,2015-09-23,TXN-00004128,67.34,2026-08-06 01:41:39.368897
4131,4129,UPI,Completed,2015-09-23,TXN-00004129,2624.99,2026-08-06 01:41:39.368897
4132,4130,Credit Card,Completed,2016-03-29,TXN-00004130,73.28,2026-08-06 01:41:39.368897
4133,4131,Debit Card,Completed,2015-11-18,TXN-00004131,14.48,2026-08-06 01:41:39.368897
4134,4132,Credit Card,Completed,2016-07-02,TXN-00004132,11.95,2026-08-06 01:41:39.368897
4135,4133,UPI,Completed,2016-07-02,TXN-00004133,15.55,2026-08-06 01:41:39.368897
4136,4134,UPI,Completed,2015-09-09,TXN-00004134,45.0,2026-08-06 01:41:39.368897
4137,4135,Cash,Completed,2015-09-09,TXN-00004135,209.97,2026-08-06 01:41:39.368897
4138,4136,Credit Card,Completed,2018-10-06,TXN-00004136,112.12,2026-08-06 01:41:39.368897
4139,4137,Credit Card,Completed,2018-10-06,TXN-00004137,1575.14,2026-08-06 01:41:39.368897
4140,4138,Debit Card,Completed,2018-11-20,TXN-00004138,25.06,2026-08-06 01:41:39.368897
4141,4139,Net Banking,Completed,2018-01-02,TXN-00004139,6.92,2026-08-06 01:41:39.368897
4142,4140,Debit Card,Pending,2018-12-04,TXN-00004140,37.39,2026-08-06 01:41:39.368897
4143,4141,Net Banking,Completed,2018-12-02,TXN-00004141,79.12,2026-08-06 01:41:39.368897
4144,4142,Debit Card,Completed,2017-06-14,TXN-00004142,18.9,2026-08-06 01:41:39.368897
4145,4143,UPI,Pending,2015-05-22,TXN-00004143,57.42,2026-08-06 01:41:39.368897
4146,4144,Credit Card,Completed,2018-01-30,TXN-00004144,12.74,2026-08-06 01:41:39.368897
4147,4145,Credit Card,Completed,2018-02-02,TXN-00004145,8.82,2026-08-06 01:41:39.368897
4148,4146,UPI,Completed,2018-02-02,TXN-00004146,120.78,2026-08-06 01:41:39.368897
4149,4147,Wallet,Completed,2016-11-28,TXN-00004147,322.59,2026-08-06 01:41:39.368897
4150,4148,UPI,Completed,2018-10-27,TXN-00004148,9.76,2026-08-06 01:41:39.368897
4151,4149,Credit Card,Completed,2018-10-25,TXN-00004149,13.72,2026-08-06 01:41:39.368897
4152,4150,Debit Card,Completed,2018-10-27,TXN-00004150,55.2,2026-08-06 01:41:39.368897
4153,4151,Credit Card,Completed,2018-10-27,TXN-00004151,259.14,2026-08-06 01:41:39.368897
4154,4152,Credit Card,Completed,2018-09-07,TXN-00004152,29.24,2026-08-06 01:41:39.368897
4155,4153,Net Banking,Completed,2018-09-09,TXN-00004153,15.55,2026-08-06 01:41:39.368897
4156,4154,Credit Card,Completed,2018-09-08,TXN-00004154,4.9,2026-08-06 01:41:39.368897
4157,4155,Wallet,Completed,2017-12-30,TXN-00004155,38.09,2026-08-06 01:41:39.368897
4158,4156,Cash,Completed,2018-01-01,TXN-00004156,2.81,2026-08-06 01:41:39.368897
4159,4157,UPI,Pending,2016-12-08,TXN-00004157,47.98,2026-08-06 01:41:39.368897
4160,4158,UPI,Completed,2016-12-06,TXN-00004158,26.06,2026-08-06 01:41:39.368897
4161,4159,UPI,Pending,2015-11-04,TXN-00004159,15.7,2026-08-06 01:41:39.368897
4162,4160,Debit Card,Completed,2017-04-19,TXN-00004160,12.84,2026-08-06 01:41:39.368897
4163,4161,Debit Card,Completed,2018-05-18,TXN-00004161,539.97,2026-08-06 01:41:39.368897
4164,4162,Wallet,Completed,2018-05-14,TXN-00004162,22.58,2026-08-06 01:41:39.368897
4165,4163,Cash,Completed,2016-03-18,TXN-00004163,16.52,2026-08-06 01:41:39.368897
4166,4164,Debit Card,Completed,2016-03-17,TXN-00004164,671.94,2026-08-06 01:41:39.368897
4167,4165,Net Banking,Completed,2018-01-17,TXN-00004165,169.06,2026-08-06 01:41:39.368897
4168,4166,Cash,Completed,2018-01-15,TXN-00004166,168.62,2026-08-06 01:41:39.368897
4169,4167,Debit Card,Completed,2016-03-12,TXN-00004167,19.44,2026-08-06 01:41:39.368897
4170,4168,Credit Card,Completed,2015-10-12,TXN-00004168,31.92,2026-08-06 01:41:39.368897
4171,4169,UPI,Completed,2015-10-13,TXN-00004169,433.57,2026-08-06 01:41:39.368897
4172,4170,Wallet,Completed,2016-04-17,TXN-00004170,31.1,2026-08-06 01:41:39.368897
4173,4171,Credit Card,Completed,2016-04-16,TXN-00004171,54.82,2026-08-06 01:41:39.368897
4174,4172,Debit Card,Completed,2018-11-17,TXN-00004172,48.86,2026-08-06 01:41:39.368897
4175,4173,Cash,Completed,2017-07-01,TXN-00004173,14.2,2026-08-06 01:41:39.368897
4176,4174,Credit Card,Completed,2017-07-02,TXN-00004174,12.96,2026-08-06 01:41:39.368897
4177,4175,Credit Card,Completed,2017-07-02,TXN-00004175,58.34,2026-08-06 01:41:39.368897
4178,4176,Net Banking,Completed,2016-12-02,TXN-00004176,56.3,2026-08-06 01:41:39.368897
4179,4177,UPI,Completed,2015-04-07,TXN-00004177,629.95,2026-08-06 01:41:39.368897
4180,4178,Net Banking,Completed,2015-04-08,TXN-00004178,122.97,2026-08-06 01:41:39.368897
4181,4179,Wallet,Completed,2017-06-18,TXN-00004179,46.35,2026-08-06 01:41:39.368897
4182,4180,UPI,Completed,2018-03-07,TXN-00004180,14.98,2026-08-06 01:41:39.368897
4183,4181,Wallet,Completed,2018-10-10,TXN-00004181,4.24,2026-08-06 01:41:39.368897
4184,4182,Credit Card,Completed,2018-10-07,TXN-00004182,319.96,2026-08-06 01:41:39.368897
4185,4183,UPI,Completed,2018-10-09,TXN-00004183,17.04,2026-08-06 01:41:39.368897
4186,4184,UPI,Completed,2018-10-07,TXN-00004184,344.91,2026-08-06 01:41:39.368897
4187,4185,Credit Card,Completed,2017-12-08,TXN-00004185,81.94,2026-08-06 01:41:39.368897
4188,4186,Net Banking,Completed,2017-10-23,TXN-00004186,98.16,2026-08-06 01:41:39.368897
4189,4187,Debit Card,Completed,2018-05-22,TXN-00004187,6.87,2026-08-06 01:41:39.368897
4190,4188,Net Banking,Completed,2018-05-18,TXN-00004188,2.0,2026-08-06 01:41:39.368897
4191,4189,Wallet,Completed,2018-05-18,TXN-00004189,8.93,2026-08-06 01:41:39.368897
4192,4190,Credit Card,Completed,2017-09-29,TXN-00004190,9.99,2026-08-06 01:41:39.368897
4193,4191,Credit Card,Completed,2018-11-19,TXN-00004191,10499.97,2026-08-06 01:41:39.368897
4194,4192,UPI,Completed,2016-07-10,TXN-00004192,21.12,2026-08-06 01:41:39.368897
4195,4193,Wallet,Completed,2016-11-17,TXN-00004193,696.42,2026-08-06 01:41:39.368897
4196,4194,Credit Card,Completed,2016-11-19,TXN-00004194,304.78,2026-08-06 01:41:39.368897
4197,4195,Debit Card,Completed,2016-06-20,TXN-00004195,51.98,2026-08-06 01:41:39.368897
4198,4196,Debit Card,Completed,2017-04-11,TXN-00004196,24.7,2026-08-06 01:41:39.368897
4199,4197,Debit Card,Completed,2016-04-19,TXN-00004197,21.93,2026-08-06 01:41:39.368897
4200,4198,Debit Card,Completed,2017-12-07,TXN-00004198,394.82,2026-08-06 01:41:39.368897
4201,4199,UPI,Completed,2017-12-07,TXN-00004199,18.19,2026-08-06 01:41:39.368897
4202,4200,Cash,Completed,2016-12-13,TXN-00004200,7.31,2026-08-06 01:41:39.368897
4203,4201,Wallet,Completed,2016-12-11,TXN-00004201,799.98,2026-08-06 01:41:39.368897
4204,4202,Debit Card,Completed,2016-12-14,TXN-00004202,41.28,2026-08-06 01:41:39.368897
4205,4203,Net Banking,Completed,2016-12-13,TXN-00004203,184.66,2026-08-06 01:41:39.368897
4206,4204,Credit Card,Pending,2015-11-01,TXN-00004204,49.25,2026-08-06 01:41:39.368897
4207,4205,Credit Card,Completed,2015-11-01,TXN-00004205,10.16,2026-08-06 01:41:39.368897
4208,4206,UPI,Completed,2015-10-31,TXN-00004206,14.76,2026-08-06 01:41:39.368897
4209,4207,Credit Card,Completed,2015-11-03,TXN-00004207,34.08,2026-08-06 01:41:39.368897
4210,4208,Credit Card,Completed,2015-11-01,TXN-00004208,17.67,2026-08-06 01:41:39.368897
4211,4209,UPI,Completed,2015-11-04,TXN-00004209,1604.9,2026-08-06 01:41:39.368897
4212,4210,Net Banking,Completed,2015-11-01,TXN-00004210,385.69,2026-08-06 01:41:39.368897
4213,4211,Cash,Completed,2018-12-11,TXN-00004211,15.98,2026-08-06 01:41:39.368897
4214,4212,Wallet,Completed,2015-05-05,TXN-00004212,9.42,2026-08-06 01:41:39.368897
4215,4213,UPI,Completed,2015-05-08,TXN-00004213,6.56,2026-08-06 01:41:39.368897
4216,4214,UPI,Completed,2015-05-06,TXN-00004214,24.56,2026-08-06 01:41:39.368897
4217,4215,Credit Card,Completed,2017-03-08,TXN-00004215,128.4,2026-08-06 01:41:39.368897
4218,4216,Credit Card,Completed,2015-12-01,TXN-00004216,62.28,2026-08-06 01:41:39.368897
4219,4217,Cash,Pending,2016-02-21,TXN-00004217,9.24,2026-08-06 01:41:39.368897
4220,4218,Debit Card,Completed,2018-04-01,TXN-00004218,482.66,2026-08-06 01:41:39.368897
4221,4219,Cash,Completed,2018-04-03,TXN-00004219,4799.98,2026-08-06 01:41:39.368897
4222,4220,Wallet,Completed,2018-06-12,TXN-00004220,37.94,2026-08-06 01:41:39.368897
4223,4221,UPI,Completed,2018-06-13,TXN-00004221,18.29,2026-08-06 01:41:39.368897
4224,4222,Cash,Completed,2018-06-14,TXN-00004222,385.8,2026-08-06 01:41:39.368897
4225,4223,Wallet,Completed,2018-06-14,TXN-00004223,102.96,2026-08-06 01:41:39.368897
4226,4224,Credit Card,Completed,2018-06-11,TXN-00004224,174.42,2026-08-06 01:41:39.368897
4227,4225,Net Banking,Completed,2017-09-30,TXN-00004225,1.96,2026-08-06 01:41:39.368897
4228,4226,Debit Card,Completed,2015-12-15,TXN-00004226,94.43,2026-08-06 01:41:39.368897
4229,4227,Net Banking,Completed,2018-11-15,TXN-00004227,45.92,2026-08-06 01:41:39.368897
4230,4228,UPI,Completed,2016-01-05,TXN-00004228,61.58,2026-08-06 01:41:39.368897
4231,4229,UPI,Completed,2017-03-27,TXN-00004229,22.48,2026-08-06 01:41:39.368897
4232,4230,Debit Card,Completed,2018-07-08,TXN-00004230,332.03,2026-08-06 01:41:39.368897
4233,4231,Net Banking,Completed,2018-07-08,TXN-00004231,11.39,2026-08-06 01:41:39.368897
4234,4232,Wallet,Completed,2018-07-05,TXN-00004232,15.55,2026-08-06 01:41:39.368897
4235,4233,UPI,Completed,2018-07-09,TXN-00004233,31.1,2026-08-06 01:41:39.368897
4236,4234,Credit Card,Completed,2018-07-05,TXN-00004234,6.32,2026-08-06 01:41:39.368897
4237,4235,Credit Card,Completed,2015-09-24,TXN-00004235,11.35,2026-08-06 01:41:39.368897
4238,4236,Net Banking,Completed,2015-09-22,TXN-00004236,20.81,2026-08-06 01:41:39.368897
4239,4237,Debit Card,Completed,2017-07-27,TXN-00004237,11.42,2026-08-06 01:41:39.368897
4240,4238,Debit Card,Completed,2018-08-30,TXN-00004238,9.41,2026-08-06 01:41:39.368897
4241,4239,Wallet,Completed,2018-03-27,TXN-00004239,19.83,2026-08-06 01:41:39.368897
4242,4240,Cash,Completed,2018-12-29,TXN-00004240,209.7,2026-08-06 01:41:39.368897
4243,4241,Wallet,Completed,2015-09-22,TXN-00004241,43.92,2026-08-06 01:41:39.368897
4244,4242,Debit Card,Completed,2015-09-22,TXN-00004242,20.23,2026-08-06 01:41:39.368897
4245,4243,UPI,Completed,2017-04-08,TXN-00004243,149.97,2026-08-06 01:41:39.368897
4246,4244,Cash,Completed,2017-04-04,TXN-00004244,27.81,2026-08-06 01:41:39.368897
4247,4245,UPI,Completed,2015-03-29,TXN-00004245,66.3,2026-08-06 01:41:39.368897
4248,4246,Credit Card,Completed,2018-11-30,TXN-00004246,1.64,2026-08-06 01:41:39.368897
4249,4247,Cash,Completed,2018-11-30,TXN-00004247,1049.2,2026-08-06 01:41:39.368897
4250,4248,Net Banking,Completed,2018-11-29,TXN-00004248,20.9,2026-08-06 01:41:39.368897
4251,4249,Credit Card,Completed,2017-12-05,TXN-00004249,88.08,2026-08-06 01:41:39.368897
4252,4250,Wallet,Completed,2017-12-02,TXN-00004250,751.92,2026-08-06 01:41:39.368897
4253,4251,Cash,Completed,2015-09-19,TXN-00004251,887.1,2026-08-06 01:41:39.368897
4254,4252,Credit Card,Completed,2016-10-24,TXN-00004252,55.94,2026-08-06 01:41:39.368897
4255,4253,Net Banking,Completed,2016-10-23,TXN-00004253,10.69,2026-08-06 01:41:39.368897
4256,4254,Credit Card,Completed,2016-10-24,TXN-00004254,11.82,2026-08-06 01:41:39.368897
4257,4255,UPI,Completed,2018-10-13,TXN-00004255,63.31,2026-08-06 01:41:39.368897
4258,4256,Cash,Completed,2018-10-13,TXN-00004256,96.78,2026-08-06 01:41:39.368897
4259,4257,Cash,Pending,2018-10-17,TXN-00004257,10.48,2026-08-06 01:41:39.368897
4260,4258,Wallet,Completed,2016-09-07,TXN-00004258,9.76,2026-08-06 01:41:39.368897
4261,4259,Debit Card,Completed,2017-03-14,TXN-00004259,196.78,2026-08-06 01:41:39.368897
4262,4260,UPI,Pending,2018-10-31,TXN-00004260,47.98,2026-08-06 01:41:39.368897
4263,4261,Wallet,Completed,2018-10-18,TXN-00004261,13.05,2026-08-06 01:41:39.368897
4264,4262,Cash,Completed,2018-08-07,TXN-00004262,63.96,2026-08-06 01:41:39.368897
4265,4263,Wallet,Pending,2018-09-23,TXN-00004263,80.48,2026-08-06 01:41:39.368897
4266,4264,Wallet,Completed,2018-11-03,TXN-00004264,11.67,2026-08-06 01:41:39.368897
4267,4265,Credit Card,Completed,2017-11-09,TXN-00004265,863.13,2026-08-06 01:41:39.368897
4268,4266,Debit Card,Completed,2017-11-08,TXN-00004266,3.56,2026-08-06 01:41:39.368897
4269,4267,Debit Card,Completed,2017-11-07,TXN-00004267,956.66,2026-08-06 01:41:39.368897
4270,4268,Debit Card,Completed,2017-11-07,TXN-00004268,12.59,2026-08-06 01:41:39.368897
4271,4269,Credit Card,Completed,2017-11-05,TXN-00004269,171.96,2026-08-06 01:41:39.368897
4272,4270,Debit Card,Completed,2018-06-26,TXN-00004270,871.4,2026-08-06 01:41:39.368897
4273,4271,Wallet,Completed,2016-11-27,TXN-00004271,692.47,2026-08-06 01:41:39.368897
4274,4272,Debit Card,Completed,2017-11-26,TXN-00004272,207.76,2026-08-06 01:41:39.368897
4275,4273,Debit Card,Completed,2018-07-23,TXN-00004273,71.93,2026-08-06 01:41:39.368897
4276,4274,Credit Card,Completed,2018-07-25,TXN-00004274,25.99,2026-08-06 01:41:39.368897
4277,4275,Wallet,Completed,2016-10-25,TXN-00004275,3.59,2026-08-06 01:41:39.368897
4278,4276,Cash,Completed,2016-07-10,TXN-00004276,48.63,2026-08-06 01:41:39.368897
4279,4277,Cash,Completed,2018-08-19,TXN-00004277,323.1,2026-08-06 01:41:39.368897
4280,4278,Net Banking,Completed,2017-04-20,TXN-00004278,9099.93,2026-08-06 01:41:39.368897
4281,4279,Net Banking,Completed,2017-04-20,TXN-00004279,9.96,2026-08-06 01:41:39.368897
4282,4280,Credit Card,Completed,2017-04-16,TXN-00004280,25.3,2026-08-06 01:41:39.368897
4283,4281,Net Banking,Completed,2015-11-14,TXN-00004281,11.36,2026-08-06 01:41:39.368897
4284,4282,Wallet,Completed,2015-11-15,TXN-00004282,69.26,2026-08-06 01:41:39.368897
4285,4283,Credit Card,Completed,2015-12-24,TXN-00004283,3.69,2026-08-06 01:41:39.368897
4286,4284,Credit Card,Completed,2015-12-21,TXN-00004284,1103.97,2026-08-06 01:41:39.368897
4287,4285,Wallet,Completed,2016-11-24,TXN-00004285,246.13,2026-08-06 01:41:39.368897
4288,4286,Net Banking,Completed,2016-11-24,TXN-00004286,11.7,2026-08-06 01:41:39.368897
4289,4287,Wallet,Completed,2016-11-25,TXN-00004287,439.99,2026-08-06 01:41:39.368897
4290,4288,Net Banking,Completed,2018-12-28,TXN-00004288,64.78,2026-08-06 01:41:39.368897
4291,4289,Net Banking,Completed,2016-05-17,TXN-00004289,33.28,2026-08-06 01:41:39.368897
4292,4290,Cash,Completed,2016-05-19,TXN-00004290,14.09,2026-08-06 01:41:39.368897
4293,4291,Credit Card,Completed,2018-12-11,TXN-00004291,11.16,2026-08-06 01:41:39.368897
4294,4292,Net Banking,Completed,2018-12-09,TXN-00004292,896.33,2026-08-06 01:41:39.368897
4295,4293,Cash,Completed,2018-12-11,TXN-00004293,189.0,2026-08-06 01:41:39.368897
4296,4294,Debit Card,Completed,2018-03-10,TXN-00004294,53.98,2026-08-06 01:41:39.368897
4297,4295,Cash,Completed,2018-10-22,TXN-00004295,177.23,2026-08-06 01:41:39.368897
4298,4296,Cash,Completed,2018-07-07,TXN-00004296,129.39,2026-08-06 01:41:39.368897
4299,4297,Net Banking,Completed,2018-09-04,TXN-00004297,54.32,2026-08-06 01:41:39.368897
4300,4298,Credit Card,Completed,2018-08-26,TXN-00004298,4367.9,2026-08-06 01:41:39.368897
4301,4299,Net Banking,Completed,2018-08-26,TXN-00004299,49.57,2026-08-06 01:41:39.368897
4302,4300,Credit Card,Completed,2018-08-24,TXN-00004300,161.38,2026-08-06 01:41:39.368897
4303,4301,UPI,Completed,2018-08-24,TXN-00004301,2.78,2026-08-06 01:41:39.368897
4304,4302,Credit Card,Completed,2018-08-24,TXN-00004302,8.72,2026-08-06 01:41:39.368897
4305,4303,Net Banking,Completed,2015-08-25,TXN-00004303,3.91,2026-08-06 01:41:39.368897
4306,4304,Net Banking,Completed,2017-10-06,TXN-00004304,59.75,2026-08-06 01:41:39.368897
4307,4305,Debit Card,Completed,2015-10-30,TXN-00004305,63.92,2026-08-06 01:41:39.368897
4308,4306,Cash,Completed,2015-10-28,TXN-00004306,383.96,2026-08-06 01:41:39.368897
4309,4307,Debit Card,Completed,2017-07-02,TXN-00004307,7.75,2026-08-06 01:41:39.368897
4310,4308,Cash,Completed,2017-07-01,TXN-00004308,33.57,2026-08-06 01:41:39.368897
4311,4309,Credit Card,Completed,2015-11-04,TXN-00004309,666.34,2026-08-06 01:41:39.368897
4312,4310,UPI,Completed,2015-11-08,TXN-00004310,573.73,2026-08-06 01:41:39.368897
4313,4311,Net Banking,Completed,2015-11-08,TXN-00004311,21.94,2026-08-06 01:41:39.368897
4314,4312,Cash,Pending,2015-11-05,TXN-00004312,19.44,2026-08-06 01:41:39.368897
4315,4313,Net Banking,Completed,2015-11-05,TXN-00004313,447.97,2026-08-06 01:41:39.368897
4316,4314,Credit Card,Completed,2015-09-12,TXN-00004314,16.78,2026-08-06 01:41:39.368897
4317,4315,Debit Card,Completed,2016-06-27,TXN-00004315,20.96,2026-08-06 01:41:39.368897
4318,4316,Debit Card,Completed,2016-06-26,TXN-00004316,88.75,2026-08-06 01:41:39.368897
4319,4317,UPI,Completed,2016-06-28,TXN-00004317,304.23,2026-08-06 01:41:39.368897
4320,4318,UPI,Completed,2016-07-28,TXN-00004318,167.86,2026-08-06 01:41:39.368897
4321,4319,UPI,Completed,2018-12-09,TXN-00004319,82.38,2026-08-06 01:41:39.368897
4322,4320,Cash,Completed,2015-12-29,TXN-00004320,23.98,2026-08-06 01:41:39.368897
4323,4321,Cash,Completed,2015-12-29,TXN-00004321,33.29,2026-08-06 01:41:39.368897
4324,4322,Wallet,Completed,2016-02-16,TXN-00004322,14.95,2026-08-06 01:41:39.368897
4325,4323,Debit Card,Completed,2016-02-16,TXN-00004323,323.98,2026-08-06 01:41:39.368897
4326,4324,Debit Card,Completed,2016-02-18,TXN-00004324,2.29,2026-08-06 01:41:39.368897
4327,4325,Debit Card,Completed,2016-02-18,TXN-00004325,14.35,2026-08-06 01:41:39.368897
4328,4326,Credit Card,Completed,2016-02-16,TXN-00004326,71.98,2026-08-06 01:41:39.368897
4329,4327,Net Banking,Completed,2017-01-25,TXN-00004327,9.21,2026-08-06 01:41:39.368897
4330,4328,Cash,Completed,2017-01-26,TXN-00004328,18.0,2026-08-06 01:41:39.368897
4331,4329,Debit Card,Completed,2018-04-02,TXN-00004329,42.93,2026-08-06 01:41:39.368897
4332,4330,Debit Card,Completed,2018-10-05,TXN-00004330,15.55,2026-08-06 01:41:39.368897
4333,4331,Credit Card,Completed,2018-10-07,TXN-00004331,17.92,2026-08-06 01:41:39.368897
4334,4332,Credit Card,Completed,2018-09-04,TXN-00004332,19.99,2026-08-06 01:41:39.368897
4335,4333,Credit Card,Completed,2018-09-05,TXN-00004333,22.92,2026-08-06 01:41:39.368897
4336,4334,Cash,Completed,2016-12-23,TXN-00004334,50.88,2026-08-06 01:41:39.368897
4337,4335,Debit Card,Completed,2016-12-23,TXN-00004335,27.31,2026-08-06 01:41:39.368897
4338,4336,UPI,Completed,2016-12-24,TXN-00004336,7.92,2026-08-06 01:41:39.368897
4339,4337,Cash,Completed,2016-12-23,TXN-00004337,14.37,2026-08-06 01:41:39.368897
4340,4338,Net Banking,Completed,2016-11-29,TXN-00004338,107.97,2026-08-06 01:41:39.368897
4341,4339,Debit Card,Completed,2016-11-27,TXN-00004339,113.82,2026-08-06 01:41:39.368897
4342,4340,Net Banking,Completed,2018-08-28,TXN-00004340,5.18,2026-08-06 01:41:39.368897
4343,4341,Credit Card,Completed,2015-03-23,TXN-00004341,16.28,2026-08-06 01:41:39.368897
4344,4342,UPI,Completed,2018-12-20,TXN-00004342,544.38,2026-08-06 01:41:39.368897
4345,4343,Credit Card,Completed,2018-03-21,TXN-00004343,19.82,2026-08-06 01:41:39.368897
4346,4344,Debit Card,Completed,2018-03-22,TXN-00004344,657.5,2026-08-06 01:41:39.368897
4347,4345,Net Banking,Completed,2018-03-21,TXN-00004345,99.54,2026-08-06 01:41:39.368897
4348,4346,Net Banking,Completed,2018-03-23,TXN-00004346,199.96,2026-08-06 01:41:39.368897
4349,4347,Wallet,Completed,2017-09-21,TXN-00004347,631.78,2026-08-06 01:41:39.368897
4350,4348,UPI,Completed,2017-09-21,TXN-00004348,60.72,2026-08-06 01:41:39.368897
4351,4349,UPI,Completed,2018-11-25,TXN-00004349,20.72,2026-08-06 01:41:39.368897
4352,4350,Debit Card,Completed,2018-11-25,TXN-00004350,415.87,2026-08-06 01:41:39.368897
4353,4351,Debit Card,Completed,2018-04-15,TXN-00004351,16.77,2026-08-06 01:41:39.368897
4354,4352,Wallet,Completed,2018-04-13,TXN-00004352,27.12,2026-08-06 01:41:39.368897
4355,4353,Net Banking,Completed,2018-12-10,TXN-00004353,95.84,2026-08-06 01:41:39.368897
4356,4354,Credit Card,Completed,2018-12-11,TXN-00004354,12.96,2026-08-06 01:41:39.368897
4357,4355,Credit Card,Completed,2018-11-26,TXN-00004355,19.01,2026-08-06 01:41:39.368897
4358,4356,Credit Card,Completed,2016-12-05,TXN-00004356,1598.06,2026-08-06 01:41:39.368897
4359,4357,Cash,Completed,2016-12-04,TXN-00004357,36.96,2026-08-06 01:41:39.368897
4360,4358,Cash,Completed,2018-12-15,TXN-00004358,10.37,2026-08-06 01:41:39.368897
4361,4359,Debit Card,Pending,2018-12-13,TXN-00004359,77.72,2026-08-06 01:41:39.368897
4362,4360,Cash,Completed,2018-12-13,TXN-00004360,520.46,2026-08-06 01:41:39.368897
4363,4361,Wallet,Completed,2017-05-25,TXN-00004361,111.96,2026-08-06 01:41:39.368897
4364,4362,Credit Card,Completed,2018-02-17,TXN-00004362,29.16,2026-08-06 01:41:39.368897
4365,4363,Credit Card,Completed,2018-05-21,TXN-00004363,131.94,2026-08-06 01:41:39.368897
